"id","label","comment","subTypeOf","equivalentClass","properties","subTypes","supersedes","supersededBy","isPartOf"
"http://schema.org/Distillery","Distillery","A distillery.","http://schema.org/FoodEstablishment","","http://schema.org/acceptsReservations, http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alumni, http://schema.org/amenityFeature, http://schema.org/areaServed, http://schema.org/award, http://schema.org/awards, http://schema.org/branchCode, http://schema.org/branchOf, http://schema.org/brand, http://schema.org/contactPoint, http://schema.org/contactPoints, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/currenciesAccepted, http://schema.org/department, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/dissolutionDate, http://schema.org/duns, http://schema.org/email, http://schema.org/employee, http://schema.org/employees, http://schema.org/event, http://schema.org/event, http://schema.org/events, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/faxNumber, http://schema.org/founder, http://schema.org/founders, http://schema.org/foundingDate, http://schema.org/foundingLocation, http://schema.org/funder, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/hasMenu, http://schema.org/hasOfferCatalog, http://schema.org/hasPOS, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/isicV4, http://schema.org/legalName, http://schema.org/leiCode, http://schema.org/location, http://schema.org/logo, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/makesOffer, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/member, http://schema.org/memberOf, http://schema.org/members, http://schema.org/menu, http://schema.org/naics, http://schema.org/name, http://schema.org/numberOfEmployees, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/owns, http://schema.org/parentOrganization, http://schema.org/paymentAccepted, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/priceRange, http://schema.org/review, http://schema.org/review, http://schema.org/reviews, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/seeks, http://schema.org/servesCuisine, http://schema.org/serviceArea, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/sponsor, http://schema.org/starRating, http://schema.org/subOrganization, http://schema.org/taxID, http://schema.org/telephone, http://schema.org/telephone, http://schema.org/url, http://schema.org/vatID","","","","http://pending.schema.org"
"http://schema.org/EndorsementRating","EndorsementRating","An EndorsementRating is a rating that expresses some level of endorsement, for example inclusion in a ""critic's pick"" blog, a
  ""Like"" or ""+1"" on a social network. It can be considered the <a class=""localLink"" href=""http://schema.org/result"">result</a> of an <a class=""localLink"" href=""http://schema.org/EndorseAction"">EndorseAction</a> in which the <a class=""localLink"" href=""http://schema.org/object"">object</a> of the action is rated positively by
  some <a class=""localLink"" href=""http://schema.org/agent"">agent</a>. As is common elsewhere in schema.org, it is sometimes more useful to describe the results of such an action without explicitly describing the <a class=""localLink"" href=""http://schema.org/Action"">Action</a>.</p>

<p>An <a class=""localLink"" href=""http://schema.org/EndorsementRating"">EndorsementRating</a> may be part of a numeric scale or organized system, but this is not required: having an explicit type for indicating a positive,
  endorsement rating is particularly useful in the absence of numeric scales as it helps consumers understand that the rating is broadly positive.","http://schema.org/Rating","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/author, http://schema.org/bestRating, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/ratingValue, http://schema.org/sameAs, http://schema.org/url, http://schema.org/worstRating","","","","http://pending.schema.org"
"http://schema.org/EventSeries","EventSeries","A series of <a class=""localLink"" href=""http://schema.org/Event"">Event</a>s. Included events can relate with the series using the <a class=""localLink"" href=""http://schema.org/superEvent"">superEvent</a> property.</p>

<p>An EventSeries is a collection of events that share some unifying characteristic. For example, ""The Olympic Games"" is a series, which
is repeated regularly. The ""2012 London Olympics"" can be presented both as an <a class=""localLink"" href=""http://schema.org/Event"">Event</a> in the series ""Olympic Games"", and as an
<a class=""localLink"" href=""http://schema.org/EventSeries"">EventSeries</a> that included a number of sporting competitions as Events.</p>

<p>The nature of the association between the events in an <a class=""localLink"" href=""http://schema.org/EventSeries"">EventSeries</a> can vary, but typical examples could
include a thematic event series (e.g. topical meetups or classes), or a series of regular events that share a location, attendee group and/or organizers.</p>

<p>EventSeries has been defined as a kind of Event to make it easy for publishers to use it in an Event context without
worrying about which kinds of series are really event-like enough to call an Event. In general an EventSeries
may seem more Event-like when the period of time is compact and when aspects such as location are fixed, but
it may also sometimes prove useful to describe a longer-term series as an Event.","http://schema.org/Event","","http://schema.org/about, http://schema.org/actor, http://schema.org/additionalType, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/attendee, http://schema.org/attendees, http://schema.org/audience, http://schema.org/composer, http://schema.org/contributor, http://schema.org/description, http://schema.org/director, http://schema.org/disambiguatingDescription, http://schema.org/doorTime, http://schema.org/duration, http://schema.org/endDate, http://schema.org/eventStatus, http://schema.org/funder, http://schema.org/identifier, http://schema.org/image, http://schema.org/inLanguage, http://schema.org/isAccessibleForFree, http://schema.org/location, http://schema.org/mainEntityOfPage, http://schema.org/maximumAttendeeCapacity, http://schema.org/name, http://schema.org/offers, http://schema.org/organizer, http://schema.org/performer, http://schema.org/performers, http://schema.org/potentialAction, http://schema.org/previousStartDate, http://schema.org/recordedIn, http://schema.org/remainingAttendeeCapacity, http://schema.org/review, http://schema.org/sameAs, http://schema.org/sponsor, http://schema.org/startDate, http://schema.org/subEvent, http://schema.org/subEvents, http://schema.org/superEvent, http://schema.org/translator, http://schema.org/typicalAgeRange, http://schema.org/url, http://schema.org/workFeatured, http://schema.org/workPerformed","","","","http://pending.schema.org"
"http://schema.org/ExchangeRateSpecification","ExchangeRateSpecification","A structured value representing exchange rate.","http://schema.org/StructuredValue","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/currency, http://schema.org/currentExchangeRate, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/exchangeRateSpread, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/url","","","","http://pending.schema.org"
"http://schema.org/FMRadioChannel","FMRadioChannel","A radio channel that uses FM.","http://schema.org/RadioChannel","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/broadcastChannelId, http://schema.org/broadcastFrequency, http://schema.org/broadcastServiceTier, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/genre, http://schema.org/identifier, http://schema.org/image, http://schema.org/inBroadcastLineup, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/providesBroadcastService, http://schema.org/sameAs, http://schema.org/url","","","","http://pending.schema.org"
"http://schema.org/GeospatialGeometry","GeospatialGeometry","(Eventually to be defined as) a supertype of GeoShape designed to accommodate definitions from Geo-Spatial best practices.","http://schema.org/Intangible","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/url","","","","http://pending.schema.org"
"http://schema.org/HealthInsurancePlan","HealthInsurancePlan","A US-style health insurance plan, including PPOs, EPOs, and HMOs.","http://schema.org/Intangible","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/benefitsSummaryUrl, http://schema.org/contactPoint, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/healthPlanDrugOption, http://schema.org/healthPlanDrugTier, http://schema.org/healthPlanId, http://schema.org/healthPlanMarketingUrl, http://schema.org/identifier, http://schema.org/image, http://schema.org/includesHealthPlanFormulary, http://schema.org/includesHealthPlanNetwork, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/url, http://schema.org/usesHealthPlanIdStandard","","","","http://pending.schema.org"
"http://schema.org/HealthPlanCostSharingSpecification","HealthPlanCostSharingSpecification","A description of costs to the patient under a given network or formulary.","http://schema.org/Intangible","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/healthPlanCoinsuranceOption, http://schema.org/healthPlanCoinsuranceRate, http://schema.org/healthPlanCopay, http://schema.org/healthPlanCopayOption, http://schema.org/healthPlanPharmacyCategory, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/url","","","","http://pending.schema.org"
"http://schema.org/HealthPlanFormulary","HealthPlanFormulary","For a given health insurance plan, the specification for costs and coverage of prescription drugs.","http://schema.org/Intangible","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/healthPlanCostSharing, http://schema.org/healthPlanDrugTier, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/offersPrescriptionByMail, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/url","","","","http://pending.schema.org"
"http://schema.org/HealthPlanNetwork","HealthPlanNetwork","A US-style health insurance plan network.","http://schema.org/Intangible","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/healthPlanCostSharing, http://schema.org/healthPlanNetworkId, http://schema.org/healthPlanNetworkTier, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/url","","","","http://pending.schema.org"
"http://schema.org/InvestmentFund","InvestmentFund","A company or fund that gathers capital from a number of investors to create a pool of money that is then re-invested into stocks, bonds and other assets.","http://schema.org/InvestmentOrDeposit","","http://schema.org/additionalType, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/amount, http://schema.org/annualPercentageRate, http://schema.org/areaServed, http://schema.org/audience, http://schema.org/availableChannel, http://schema.org/award, http://schema.org/brand, http://schema.org/broker, http://schema.org/category, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/feesAndCommissionsSpecification, http://schema.org/hasOfferCatalog, http://schema.org/hoursAvailable, http://schema.org/identifier, http://schema.org/image, http://schema.org/interestRate, http://schema.org/isRelatedTo, http://schema.org/isSimilarTo, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/offers, http://schema.org/potentialAction, http://schema.org/produces, http://schema.org/provider, http://schema.org/providerMobility, http://schema.org/review, http://schema.org/sameAs, http://schema.org/serviceArea, http://schema.org/serviceAudience, http://schema.org/serviceOutput, http://schema.org/serviceType, http://schema.org/termsOfService, http://schema.org/url","","","","http://pending.schema.org"
