"id","label","comment","subTypeOf","equivalentClass","properties","subTypes","supersedes","supersededBy","isPartOf"
"http://schema.org/DiagnosticProcedure","DiagnosticProcedure","A medical procedure intended primarily for diagnostic, as opposed to therapeutic, purposes.","http://schema.org/MedicalProcedure","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/bodyLocation, http://schema.org/code, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/followup, http://schema.org/guideline, http://schema.org/howPerformed, http://schema.org/identifier, http://schema.org/image, http://schema.org/indication, http://schema.org/legalStatus, http://schema.org/mainEntityOfPage, http://schema.org/medicineSystem, http://schema.org/name, http://schema.org/outcome, http://schema.org/potentialAction, http://schema.org/preparation, http://schema.org/procedureType, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/sameAs, http://schema.org/status, http://schema.org/study, http://schema.org/url","","","","http://health-lifesci.schema.org"
"http://schema.org/Diet","Diet","A strategy of regulating the intake of food to achieve or maintain a specific health-related goal.","http://schema.org/CreativeWork, http://schema.org/LifestyleModification","","http://schema.org/about, http://schema.org/accessMode, http://schema.org/accessModeSufficient, http://schema.org/accessibilityAPI, http://schema.org/accessibilityControl, http://schema.org/accessibilityFeature, http://schema.org/accessibilityHazard, http://schema.org/accessibilitySummary, http://schema.org/accountablePerson, http://schema.org/additionalType, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alternativeHeadline, http://schema.org/associatedMedia, http://schema.org/audience, http://schema.org/audio, http://schema.org/author, http://schema.org/award, http://schema.org/awards, http://schema.org/character, http://schema.org/citation, http://schema.org/code, http://schema.org/comment, http://schema.org/commentCount, http://schema.org/contentLocation, http://schema.org/contentRating, http://schema.org/contentReferenceTime, http://schema.org/contributor, http://schema.org/copyrightHolder, http://schema.org/copyrightYear, http://schema.org/creator, http://schema.org/dateCreated, http://schema.org/dateModified, http://schema.org/datePublished, http://schema.org/description, http://schema.org/dietFeatures, http://schema.org/disambiguatingDescription, http://schema.org/discussionUrl, http://schema.org/editor, http://schema.org/educationalAlignment, http://schema.org/educationalUse, http://schema.org/encoding, http://schema.org/encodings, http://schema.org/endorsers, http://schema.org/exampleOfWork, http://schema.org/expertConsiderations, http://schema.org/fileFormat, http://schema.org/funder, http://schema.org/genre, http://schema.org/guideline, http://schema.org/hasPart, http://schema.org/headline, http://schema.org/identifier, http://schema.org/image, http://schema.org/inLanguage, http://schema.org/interactionStatistic, http://schema.org/interactivityType, http://schema.org/isAccessibleForFree, http://schema.org/isBasedOn, http://schema.org/isBasedOnUrl, http://schema.org/isFamilyFriendly, http://schema.org/isPartOf, http://schema.org/keywords, http://schema.org/learningResourceType, http://schema.org/legalStatus, http://schema.org/license, http://schema.org/locationCreated, http://schema.org/mainEntity, http://schema.org/mainEntityOfPage, http://schema.org/material, http://schema.org/medicineSystem, http://schema.org/mentions, http://schema.org/name, http://schema.org/offers, http://schema.org/overview, http://schema.org/physiologicalBenefits, http://schema.org/position, http://schema.org/potentialAction, http://schema.org/producer, http://schema.org/provider, http://schema.org/publication, http://schema.org/publisher, http://schema.org/publisherImprint, http://schema.org/publishingPrinciples, http://schema.org/recognizingAuthority, http://schema.org/recordedAt, http://schema.org/releasedEvent, http://schema.org/relevantSpecialty, http://schema.org/review, http://schema.org/reviews, http://schema.org/risks, http://schema.org/sameAs, http://schema.org/schemaVersion, http://schema.org/sourceOrganization, http://schema.org/spatialCoverage, http://schema.org/sponsor, http://schema.org/study, http://schema.org/temporalCoverage, http://schema.org/text, http://schema.org/thumbnailUrl, http://schema.org/timeRequired, http://schema.org/translationOfWork, http://schema.org/translator, http://schema.org/typicalAgeRange, http://schema.org/url, http://schema.org/version, http://schema.org/video, http://schema.org/workExample, http://schema.org/workTranslation","","","","http://health-lifesci.schema.org"
"http://schema.org/DietarySupplement","DietarySupplement","A product taken by mouth that contains a dietary ingredient intended to supplement the diet. Dietary ingredients may include vitamins, minerals, herbs or other botanicals, amino acids, and substances such as enzymes, organ tissues, glandulars and metabolites.","http://schema.org/Substance","","http://schema.org/activeIngredient, http://schema.org/activeIngredient, http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/background, http://schema.org/code, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/guideline, http://schema.org/identifier, http://schema.org/image, http://schema.org/isProprietary, http://schema.org/legalStatus, http://schema.org/legalStatus, http://schema.org/mainEntityOfPage, http://schema.org/manufacturer, http://schema.org/maximumIntake, http://schema.org/maximumIntake, http://schema.org/mechanismOfAction, http://schema.org/medicineSystem, http://schema.org/name, http://schema.org/nonProprietaryName, http://schema.org/potentialAction, http://schema.org/proprietaryName, http://schema.org/recognizingAuthority, http://schema.org/recommendedIntake, http://schema.org/relevantSpecialty, http://schema.org/safetyConsideration, http://schema.org/sameAs, http://schema.org/study, http://schema.org/targetPopulation, http://schema.org/url","","","","http://health-lifesci.schema.org"
"http://schema.org/DoseSchedule","DoseSchedule","A specific dosing schedule for a drug or supplement.","http://schema.org/MedicalIntangible","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/code, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/doseUnit, http://schema.org/doseValue, http://schema.org/frequency, http://schema.org/guideline, http://schema.org/identifier, http://schema.org/image, http://schema.org/legalStatus, http://schema.org/mainEntityOfPage, http://schema.org/medicineSystem, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/sameAs, http://schema.org/study, http://schema.org/targetPopulation, http://schema.org/url","http://schema.org/MaximumDoseSchedule, http://schema.org/RecommendedDoseSchedule, http://schema.org/ReportedDoseSchedule","","","http://health-lifesci.schema.org"
"http://schema.org/Drug","Drug","A chemical or biologic substance, used as a medical therapy, that has a physiological effect on an organism. Here the term drug is used interchangeably with the term medicine although clinical knowledge make a clear difference between them.","http://schema.org/Substance","http://purl.bioontology.org/ontology/SNOMEDCT/410942007","http://schema.org/activeIngredient, http://schema.org/activeIngredient, http://schema.org/additionalType, http://schema.org/administrationRoute, http://schema.org/alcoholWarning, http://schema.org/alternateName, http://schema.org/availableStrength, http://schema.org/breastfeedingWarning, http://schema.org/clincalPharmacology, http://schema.org/clinicalPharmacology, http://schema.org/code, http://schema.org/cost, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/dosageForm, http://schema.org/doseSchedule, http://schema.org/drugClass, http://schema.org/drugUnit, http://schema.org/foodWarning, http://schema.org/guideline, http://schema.org/identifier, http://schema.org/image, http://schema.org/includedInHealthInsurancePlan, http://schema.org/interactingDrug, http://schema.org/isAvailableGenerically, http://schema.org/isProprietary, http://schema.org/labelDetails, http://schema.org/legalStatus, http://schema.org/legalStatus, http://schema.org/mainEntityOfPage, http://schema.org/manufacturer, http://schema.org/maximumIntake, http://schema.org/maximumIntake, http://schema.org/mechanismOfAction, http://schema.org/medicineSystem, http://schema.org/name, http://schema.org/nonProprietaryName, http://schema.org/overdosage, http://schema.org/potentialAction, http://schema.org/pregnancyCategory, http://schema.org/pregnancyWarning, http://schema.org/prescribingInfo, http://schema.org/prescriptionStatus, http://schema.org/proprietaryName, http://schema.org/recognizingAuthority, http://schema.org/relatedDrug, http://schema.org/relevantSpecialty, http://schema.org/rxcui, http://schema.org/sameAs, http://schema.org/study, http://schema.org/url, http://schema.org/warning","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugClass","DrugClass","A class of medical drugs, e.g., statins. Classes can represent general pharmacological class, common mechanisms of action, common physiological effects, etc.","http://schema.org/MedicalEnumeration","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/drug, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/supersededBy, http://schema.org/url","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugCost","DrugCost","The cost per unit of a medical drug. Note that this type is not meant to represent the price in an offer of a drug for sale; see the Offer type for that. This type will typically be used to tag wholesale or average retail cost of a drug, or maximum reimbursable cost. Costs of medical drugs vary widely depending on how and where they are paid for, so while this type captures some of the variables, costs should be used with caution by consumers of this schema's markup.","http://schema.org/MedicalEnumeration","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/applicableLocation, http://schema.org/costCategory, http://schema.org/costCurrency, http://schema.org/costOrigin, http://schema.org/costPerUnit, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/drugUnit, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/supersededBy, http://schema.org/url","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugCostCategory","DrugCostCategory","Enumerated categories of medical drug costs.","http://schema.org/MedicalEnumeration","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/supersededBy, http://schema.org/url","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugLegalStatus","DrugLegalStatus","The legal availability status of a medical drug.","http://schema.org/MedicalIntangible","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/applicableLocation, http://schema.org/code, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/guideline, http://schema.org/identifier, http://schema.org/image, http://schema.org/legalStatus, http://schema.org/mainEntityOfPage, http://schema.org/medicineSystem, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/sameAs, http://schema.org/study, http://schema.org/url","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugPregnancyCategory","DrugPregnancyCategory","Categories that represent an assessment of the risk of fetal injury due to a drug or pharmaceutical used as directed by the mother during pregnancy.","http://schema.org/MedicalEnumeration","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/supersededBy, http://schema.org/url","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugPrescriptionStatus","DrugPrescriptionStatus","Indicates whether this drug is available by prescription or over-the-counter.","http://schema.org/MedicalEnumeration","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/supersededBy, http://schema.org/url","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugStrength","DrugStrength","A specific strength in which a medical drug is available in a specific country.","http://schema.org/MedicalIntangible","","http://schema.org/activeIngredient, http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/availableIn, http://schema.org/code, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/guideline, http://schema.org/identifier, http://schema.org/image, http://schema.org/legalStatus, http://schema.org/mainEntityOfPage, http://schema.org/maximumIntake, http://schema.org/medicineSystem, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/sameAs, http://schema.org/strengthUnit, http://schema.org/strengthValue, http://schema.org/study, http://schema.org/url","","","","http://health-lifesci.schema.org"
"http://schema.org/ExercisePlan","ExercisePlan","Fitness-related activity designed for a specific health-related purpose, including defined exercise routines as well as activity prescribed by a clinician.","http://schema.org/CreativeWork, http://schema.org/PhysicalActivity","","http://schema.org/about, http://schema.org/accessMode, http://schema.org/accessModeSufficient, http://schema.org/accessibilityAPI, http://schema.org/accessibilityControl, http://schema.org/accessibilityFeature, http://schema.org/accessibilityHazard, http://schema.org/accessibilitySummary, http://schema.org/accountablePerson, http://schema.org/activityDuration, http://schema.org/activityFrequency, http://schema.org/additionalType, http://schema.org/additionalVariable, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alternativeHeadline, http://schema.org/associatedAnatomy, http://schema.org/associatedMedia, http://schema.org/audience, http://schema.org/audio, http://schema.org/author, http://schema.org/award, http://schema.org/awards, http://schema.org/category, http://schema.org/character, http://schema.org/citation, http://schema.org/code, http://schema.org/comment, http://schema.org/commentCount, http://schema.org/contentLocation, http://schema.org/contentRating, http://schema.org/contentReferenceTime, http://schema.org/contributor, http://schema.org/copyrightHolder, http://schema.org/copyrightYear, http://schema.org/creator, http://schema.org/dateCreated, http://schema.org/dateModified, http://schema.org/datePublished, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/discussionUrl, http://schema.org/editor, http://schema.org/educationalAlignment, http://schema.org/educationalUse, http://schema.org/encoding, http://schema.org/encodings, http://schema.org/epidemiology, http://schema.org/exampleOfWork, http://schema.org/exerciseType, http://schema.org/fileFormat, http://schema.org/funder, http://schema.org/genre, http://schema.org/guideline, http://schema.org/hasPart, http://schema.org/headline, http://schema.org/identifier, http://schema.org/image, http://schema.org/inLanguage, http://schema.org/intensity, http://schema.org/interactionStatistic, http://schema.org/interactivityType, http://schema.org/isAccessibleForFree, http://schema.org/isBasedOn, http://schema.org/isBasedOnUrl, http://schema.org/isFamilyFriendly, http://schema.org/isPartOf, http://schema.org/keywords, http://schema.org/learningResourceType, http://schema.org/legalStatus, http://schema.org/license, http://schema.org/locationCreated, http://schema.org/mainEntity, http://schema.org/mainEntityOfPage, http://schema.org/material, http://schema.org/medicineSystem, http://schema.org/mentions, http://schema.org/name, http://schema.org/offers, http://schema.org/pathophysiology, http://schema.org/position, http://schema.org/potentialAction, http://schema.org/producer, http://schema.org/provider, http://schema.org/publication, http://schema.org/publisher, http://schema.org/publisherImprint, http://schema.org/publishingPrinciples, http://schema.org/recognizingAuthority, http://schema.org/recordedAt, http://schema.org/releasedEvent, http://schema.org/relevantSpecialty, http://schema.org/repetitions, http://schema.org/restPeriods, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/schemaVersion, http://schema.org/sourceOrganization, http://schema.org/spatialCoverage, http://schema.org/sponsor, http://schema.org/study, http://schema.org/temporalCoverage, http://schema.org/text, http://schema.org/thumbnailUrl, http://schema.org/timeRequired, http://schema.org/translationOfWork, http://schema.org/translator, http://schema.org/typicalAgeRange, http://schema.org/url, http://schema.org/version, http://schema.org/video, http://schema.org/workExample, http://schema.org/workTranslation, http://schema.org/workload","","","","http://health-lifesci.schema.org"
"http://schema.org/ImagingTest","ImagingTest","Any medical imaging modality typically used for diagnostic purposes.","http://schema.org/MedicalTest","","http://schema.org/additionalType, http://schema.org/affectedBy, http://schema.org/alternateName, http://schema.org/code, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/guideline, http://schema.org/identifier, http://schema.org/image, http://schema.org/imagingTechnique, http://schema.org/legalStatus, http://schema.org/mainEntityOfPage, http://schema.org/medicineSystem, http://schema.org/name, http://schema.org/normalRange, http://schema.org/potentialAction, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/sameAs, http://schema.org/signDetected, http://schema.org/study, http://schema.org/url, http://schema.org/usedToDiagnose, http://schema.org/usesDevice","","","","http://health-lifesci.schema.org"
"http://schema.org/InfectiousAgentClass","InfectiousAgentClass","Classes of agents or pathogens that transmit infectious diseases. Enumerated type.","http://schema.org/MedicalEnumeration","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/supersededBy, http://schema.org/url","","","","http://health-lifesci.schema.org"
