"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inverseOf","supersedes","supersededBy","isPartOf"
"http://schema.org/accessModeSufficient","accessModeSufficient","A list of single or combined accessModes that are sufficient to understand all the intellectual content of a resource. Values should be drawn from the <a href=""https://www.w3.org/2021/a11y-discov-vocab/latest/#accessModeSufficient-vocabulary"">approved vocabulary</a>.","","","","http://schema.org/CreativeWork","http://schema.org/ItemList","","","",""
"http://schema.org/accessibilityAPI","accessibilityAPI","Indicates that the resource is compatible with the referenced accessibility API. Values should be drawn from the <a href=""https://www.w3.org/2021/a11y-discov-vocab/latest/#accessibilityAPI-vocabulary"">approved vocabulary</a>.","","","","http://schema.org/CreativeWork","http://schema.org/Text","","","",""
"http://schema.org/accessibilityControl","accessibilityControl","Identifies input methods that are sufficient to fully control the described resource. Values should be drawn from the <a href=""https://www.w3.org/2021/a11y-discov-vocab/latest/#accessibilityControl-vocabulary"">approved vocabulary</a>.","","","","http://schema.org/CreativeWork","http://schema.org/Text","","","",""
"http://schema.org/accessibilityFeature","accessibilityFeature","Content features of the resource, such as accessible media, alternatives and supported enhancements for accessibility. Values should be drawn from the <a href=""https://www.w3.org/2021/a11y-discov-vocab/latest/#accessibilityFeature-vocabulary"">approved vocabulary</a>.","","","","http://schema.org/CreativeWork","http://schema.org/Text","","","",""
"http://schema.org/accessibilityHazard","accessibilityHazard","A characteristic of the described resource that is physiologically dangerous to some users. Related to WCAG 2.0 guideline 2.3. Values should be drawn from the <a href=""https://www.w3.org/2021/a11y-discov-vocab/latest/#accessibilityHazard-vocabulary"">approved vocabulary</a>.","","","","http://schema.org/CreativeWork","http://schema.org/Text","","","",""
"http://schema.org/accessibilitySummary","accessibilitySummary","A human-readable summary of specific accessibility features or deficiencies, consistent with the other accessibility metadata but expressing subtleties such as ""short descriptions are present but long descriptions will be needed for non-visual users"" or ""short descriptions are present and no long descriptions are needed.""","","","","http://schema.org/CreativeWork","http://schema.org/Text","","","",""
"http://schema.org/accommodationCategory","accommodationCategory","Category of an <a class=""localLink"" href=""/Accommodation"">Accommodation</a>, following real estate conventions, e.g. RESO (see <a href=""https://ddwiki.reso.org/display/DDW17/PropertySubType+Field"">PropertySubType</a>, and <a href=""https://ddwiki.reso.org/display/DDW17/PropertyType+Field"">PropertyType</a> fields  for suggested values).","http://schema.org/category","","","http://schema.org/Accommodation","http://schema.org/Text","","","","http://pending.schema.org"
"http://schema.org/accommodationFloorPlan","accommodationFloorPlan","A floorplan of some <a class=""localLink"" href=""/Accommodation"">Accommodation</a>.","","","","http://schema.org/Accommodation, http://schema.org/Residence","http://schema.org/FloorPlan","","","","http://pending.schema.org"
"http://schema.org/accountId","accountId","The identifier for the account the payment will be applied to.","http://schema.org/identifier","","","http://schema.org/Invoice","http://schema.org/Text","","","",""
"http://schema.org/accountMinimumInflow","accountMinimumInflow","A minimum amount that has to be paid in every month.","","","","http://schema.org/BankAccount","http://schema.org/MonetaryAmount","","","","http://pending.schema.org"
"http://schema.org/accountOverdraftLimit","accountOverdraftLimit","An overdraft is an extension of credit from a lending institution when an account reaches zero. An overdraft allows the individual to continue withdrawing money even if the account has no funds in it. Basically the bank allows people to borrow a set amount of money.","","","","http://schema.org/BankAccount","http://schema.org/MonetaryAmount","","","","http://pending.schema.org"
"http://schema.org/accountablePerson","accountablePerson","Specifies the Person that is legally accountable for the CreativeWork.","","","","http://schema.org/CreativeWork","http://schema.org/Person","","","",""
"http://schema.org/acquireLicensePage","acquireLicensePage","Indicates a page documenting how licenses can be purchased or otherwise acquired, for the current item.","http://schema.org/usageInfo","","","http://schema.org/CreativeWork","http://schema.org/CreativeWork, http://schema.org/URL","","","","http://pending.schema.org"
"http://schema.org/acquiredFrom","acquiredFrom","The organization or person from which the product was acquired.","","","","http://schema.org/OwnershipInfo","http://schema.org/Organization, http://schema.org/Person","","","",""
"http://schema.org/acrissCode","acrissCode","The ACRISS Car Classification Code is a code used by many car rental companies, for classifying vehicles. ACRISS stands for Association of Car Rental Industry Systems and Standards.","","","","http://schema.org/BusOrCoach, http://schema.org/Car","http://schema.org/Text","","","","http://auto.schema.org"
"http://schema.org/actionAccessibilityRequirement","actionAccessibilityRequirement","A set of requirements that must be fulfilled in order to perform an Action. If more than one value is specified, fulfilling one set of requirements will allow the Action to be performed.","","","","http://schema.org/ConsumeAction","http://schema.org/ActionAccessSpecification","","","",""
"http://schema.org/actionApplication","actionApplication","An application that can complete the request.","","","","http://schema.org/EntryPoint","http://schema.org/SoftwareApplication","","http://schema.org/application","",""
"http://schema.org/actionOption","actionOption","A sub property of object. The options subject to this action.","http://schema.org/object","","","http://schema.org/ChooseAction","http://schema.org/Text, http://schema.org/Thing","","http://schema.org/option","",""
"http://schema.org/actionPlatform","actionPlatform","The high level platform(s) where the Action can be performed for the given URL. To specify a specific application or operating system instance, use actionApplication.","","","","http://schema.org/EntryPoint","http://schema.org/DigitalPlatformEnumeration, http://schema.org/Text, http://schema.org/URL","","","",""
"http://schema.org/actionStatus","actionStatus","Indicates the current disposition of the Action.","","","","http://schema.org/Action","http://schema.org/ActionStatusType","","","",""
"http://schema.org/actionableFeedbackPolicy","actionableFeedbackPolicy","For a <a class=""localLink"" href=""/NewsMediaOrganization"">NewsMediaOrganization</a> or other news-related <a class=""localLink"" href=""/Organization"">Organization</a>, a statement about public engagement activities (for news media, the newsroom’s), including involving the public - digitally or otherwise -- in coverage decisions, reporting and activities after publication.","http://schema.org/publishingPrinciples","","","http://schema.org/NewsMediaOrganization, http://schema.org/Organization","http://schema.org/CreativeWork, http://schema.org/URL","","","","http://pending.schema.org"
"http://schema.org/activeIngredient","activeIngredient","An active ingredient, typically chemical compounds and/or biologic substances.","","","","http://schema.org/DietarySupplement, http://schema.org/Drug, http://schema.org/DrugStrength, http://schema.org/Substance","http://schema.org/Text","","","",""
"http://schema.org/activityDuration","activityDuration","Length of time to engage in the activity.","","","","http://schema.org/ExercisePlan","http://schema.org/Duration, http://schema.org/QuantitativeValue","","","",""
"http://schema.org/activityFrequency","activityFrequency","How often one should engage in the activity.","","","","http://schema.org/ExercisePlan","http://schema.org/QuantitativeValue, http://schema.org/Text","","","",""
"http://schema.org/actor","actor","An actor, e.g. in TV, radio, movie, video games etc., or in an event. Actors can be associated with individual items or with a series, episode, clip.","","","http://schema.org/readBy","http://schema.org/Clip, http://schema.org/CreativeWorkSeason, http://schema.org/Episode, http://schema.org/Event, http://schema.org/Movie, http://schema.org/MovieSeries, http://schema.org/PodcastSeries, http://schema.org/RadioSeries, http://schema.org/TVSeries, http://schema.org/VideoGame, http://schema.org/VideoGameSeries, http://schema.org/VideoObject","http://schema.org/Person","","http://schema.org/actors","",""
"http://schema.org/actors","actors","An actor, e.g. in TV, radio, movie, video games etc. Actors can be associated with individual items or with a series, episode, clip.","","","","http://schema.org/Clip, http://schema.org/Episode, http://schema.org/Movie, http://schema.org/MovieSeries, http://schema.org/RadioSeries, http://schema.org/TVSeries, http://schema.org/VideoGame, http://schema.org/VideoGameSeries, http://schema.org/VideoObject","http://schema.org/Person","","","http://schema.org/actor",""
"http://schema.org/addOn","addOn","An additional offer that can only be obtained in combination with the first base offer (e.g. supplements and extensions that are available for a surcharge).","","","","http://schema.org/Offer","http://schema.org/Offer","","","",""
"http://schema.org/additionalName","additionalName","An additional name for a Person, can be used for a middle name.","http://schema.org/alternateName","","","http://schema.org/Person","http://schema.org/Text","","","",""
"http://schema.org/additionalNumberOfGuests","additionalNumberOfGuests","If responding yes, the number of guests who will attend in addition to the invitee.","","","","http://schema.org/RsvpAction","http://schema.org/Number","","","",""
"http://schema.org/additionalProperty","additionalProperty","A property-value pair representing an additional characteristic of the entity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>

Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. http://schema.org/width, http://schema.org/color, http://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism.","","","","http://schema.org/MerchantReturnPolicy, http://schema.org/Place, http://schema.org/Product, http://schema.org/QualitativeValue, http://schema.org/QuantitativeValue","http://schema.org/PropertyValue","","","",""
"http://schema.org/additionalType","additionalType","An additional type for the item, typically used for adding more specific types from external vocabularies in microdata syntax. This is a relationship between something and a class that the thing is in. Typically the value is a URI-identified RDF class, and in this case corresponds to the 
    use of rdf:type in RDF. Text values can be used sparingly, for cases where useful information can be added without their being an appropriate schema to reference. In the case of text values, the class label should follow the schema.org <a href=""http://schema.org/docs/styleguide.html"">style guide</a>","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","","","http://schema.org/Thing","http://schema.org/Text, http://schema.org/URL","","","",""
"http://schema.org/additionalVariable","additionalVariable","Any additional component of the exercise prescription that may need to be articulated to the patient. This may include the order of exercises, the number of repetitions of movement, quantitative distance, progressions over time, etc.","","","","http://schema.org/ExercisePlan","http://schema.org/Text","","","",""
"http://schema.org/address","address","Physical address of the item.","","","","http://schema.org/GeoCoordinates, http://schema.org/GeoShape, http://schema.org/Organization, http://schema.org/Person, http://schema.org/Place","http://schema.org/PostalAddress, http://schema.org/Text","","","",""
"http://schema.org/addressCountry","addressCountry","The country. For example, USA. You can also provide the two-letter <a href=""http://en.wikipedia.org/wiki/ISO_3166-1"">ISO 3166-1 alpha-2 country code</a>.","","","","http://schema.org/DefinedRegion, http://schema.org/GeoCoordinates, http://schema.org/GeoShape, http://schema.org/PostalAddress","http://schema.org/Country, http://schema.org/Text","","","",""
"http://schema.org/addressLocality","addressLocality","The locality in which the street address is, and which is in the region. For example, Mountain View.","","","","http://schema.org/PostalAddress","http://schema.org/Text","","","",""
"http://schema.org/addressRegion","addressRegion","The region in which the locality is, and which is in the country. For example, California or another appropriate first-level <a href=""https://en.wikipedia.org/wiki/List_of_administrative_divisions_by_country"">Administrative division</a>.","","","","http://schema.org/DefinedRegion, http://schema.org/PostalAddress","http://schema.org/Text","","","",""
"http://schema.org/administrationRoute","administrationRoute","A route by which this drug may be administered, e.g. 'oral'.","","","","http://schema.org/Drug","http://schema.org/Text","","","",""
"http://schema.org/advanceBookingRequirement","advanceBookingRequirement","The amount of time that is required between accepting the offer and the actual usage of the resource or service.","","","","http://schema.org/Demand, http://schema.org/Offer","http://schema.org/QuantitativeValue","","","",""
"http://schema.org/adverseOutcome","adverseOutcome","A possible complication and/or side effect of this therapy. If it is known that an adverse outcome is serious (resulting in death, disability, or permanent damage; requiring hospitalization; or otherwise life-threatening or requiring immediate medical attention), tag it as a seriousAdverseOutcome instead.","","","","http://schema.org/MedicalDevice, http://schema.org/TherapeuticProcedure","http://schema.org/MedicalEntity","","","",""
"http://schema.org/affectedBy","affectedBy","Drugs that affect the test's results.","","","","http://schema.org/MedicalTest","http://schema.org/Drug","","","",""
"http://schema.org/affiliation","affiliation","An organization that this person is affiliated with. For example, a school/university, a club, or a team.","http://schema.org/memberOf","","","http://schema.org/Person","http://schema.org/Organization","","","",""
"http://schema.org/afterMedia","afterMedia","A media object representing the circumstances after performing this direction.","","","","http://schema.org/HowToDirection","http://schema.org/MediaObject, http://schema.org/URL","","","",""
"http://schema.org/agent","agent","The direct performer or driver of the action (animate or inanimate). E.g. <em>John</em> wrote a book.","","","","http://schema.org/Action","http://schema.org/Organization, http://schema.org/Person","","","",""
"http://schema.org/aggregateRating","aggregateRating","The overall rating, based on a collection of reviews or ratings, of the item.","","","","http://schema.org/Brand, http://schema.org/CreativeWork, http://schema.org/Event, http://schema.org/Offer, http://schema.org/Organization, http://schema.org/Place, http://schema.org/Product, http://schema.org/Service","http://schema.org/AggregateRating","","","",""
"http://schema.org/aircraft","aircraft","The kind of aircraft (e.g., ""Boeing 747"").","","","","http://schema.org/Flight","http://schema.org/Text, http://schema.org/Vehicle","","","",""
"http://schema.org/album","album","A music album.","","","","http://schema.org/MusicGroup","http://schema.org/MusicAlbum","","http://schema.org/albums","",""
"http://schema.org/albumProductionType","albumProductionType","Classification of the album by its type of content: soundtrack, live album, studio album, etc.","","","","http://schema.org/MusicAlbum","http://schema.org/MusicAlbumProductionType","","","",""
"http://schema.org/albumRelease","albumRelease","A release of this album.","","","","http://schema.org/MusicAlbum","http://schema.org/MusicRelease","http://schema.org/releaseOf","","",""
"http://schema.org/albumReleaseType","albumReleaseType","The kind of release which this album is: single, EP or album.","","","","http://schema.org/MusicAlbum","http://schema.org/MusicAlbumReleaseType","","","",""
"http://schema.org/albums","albums","A collection of music albums.","","","","http://schema.org/MusicGroup","http://schema.org/MusicAlbum","","","http://schema.org/album",""
"http://schema.org/alcoholWarning","alcoholWarning","Any precaution, guidance, contraindication, etc. related to consumption of alcohol while taking this drug.","","","","http://schema.org/Drug","http://schema.org/Text","","","",""
"http://schema.org/algorithm","algorithm","The algorithm or rules to follow to compute the score.","","","","http://schema.org/MedicalRiskScore","http://schema.org/Text","","","",""
"http://schema.org/alignmentType","alignmentType","A category of alignment between the learning resource and the framework node. Recommended values include: 'requires', 'textComplexity', 'readingLevel', and 'educationalSubject'.","","","","http://schema.org/AlignmentObject","http://schema.org/Text","","","",""
"http://schema.org/alternateName","alternateName","An alias for the item.","","","http://schema.org/additionalName","http://schema.org/Thing","http://schema.org/Text","","","",""
"http://schema.org/alternativeHeadline","alternativeHeadline","A secondary title of the CreativeWork.","","","","http://schema.org/CreativeWork","http://schema.org/Text","","","",""
"http://schema.org/alternativeOf","alternativeOf","Another gene which is a variation of this one.","","","","http://schema.org/Gene","http://schema.org/Gene","","","","http://pending.schema.org"
"http://schema.org/alumni","alumni","Alumni of an organization.","","","","http://schema.org/EducationalOrganization, http://schema.org/Organization","http://schema.org/Person","http://schema.org/alumniOf","","",""
"http://schema.org/alumniOf","alumniOf","An organization that the person is an alumni of.","","","","http://schema.org/Person","http://schema.org/EducationalOrganization, http://schema.org/Organization","http://schema.org/alumni","","",""
"http://schema.org/amenityFeature","amenityFeature","An amenity feature (e.g. a characteristic or service) of the Accommodation. This generic property does not make a statement about whether the feature is included in an offer for the main accommodation or available at extra costs.","","","","http://schema.org/Accommodation, http://schema.org/FloorPlan, http://schema.org/LodgingBusiness, http://schema.org/Place","http://schema.org/LocationFeatureSpecification","","","",""
"http://schema.org/amount","amount","The amount of money.","","","","http://schema.org/DatedMoneySpecification, http://schema.org/InvestmentOrDeposit, http://schema.org/LoanOrCredit, http://schema.org/MonetaryGrant, http://schema.org/MoneyTransfer","http://schema.org/MonetaryAmount, http://schema.org/Number","","","",""
"http://schema.org/amountOfThisGood","amountOfThisGood","The quantity of the goods included in the offer.","","","","http://schema.org/TypeAndQuantityNode","http://schema.org/Number","","","",""
"http://schema.org/announcementLocation","announcementLocation","Indicates a specific <a class=""localLink"" href=""/CivicStructure"">CivicStructure</a> or <a class=""localLink"" href=""/LocalBusiness"">LocalBusiness</a> associated with the SpecialAnnouncement. For example, a specific testing facility or business with special opening hours. For a larger geographic region like a quarantine of an entire region, use <a class=""localLink"" href=""/spatialCoverage"">spatialCoverage</a>.","http://schema.org/spatialCoverage","","","http://schema.org/SpecialAnnouncement","http://schema.org/CivicStructure, http://schema.org/LocalBusiness","","","","http://pending.schema.org"
"http://schema.org/annualPercentageRate","annualPercentageRate","The annual rate that is charged for borrowing (or made by investing), expressed as a single percentage number that represents the actual yearly cost of funds over the term of a loan. This includes any fees or additional costs associated with the transaction.","","","","http://schema.org/FinancialProduct","http://schema.org/Number, http://schema.org/QuantitativeValue","","","",""
"http://schema.org/answerCount","answerCount","The number of answers this question has received.","","","","http://schema.org/Question","http://schema.org/Integer","","","",""
"http://schema.org/answerExplanation","answerExplanation","A step-by-step or full explanation about Answer. Can outline how this Answer was achieved or contain more broad clarification or statement about it.","","","","http://schema.org/Answer","http://schema.org/Comment, http://schema.org/WebContent","","","","http://pending.schema.org"
"http://schema.org/antagonist","antagonist","The muscle whose action counteracts the specified muscle.","","","","http://schema.org/Muscle","http://schema.org/Muscle","","","",""
"http://schema.org/appearance","appearance","Indicates an occurrence of a <a class=""localLink"" href=""/Claim"">Claim</a> in some <a class=""localLink"" href=""/CreativeWork"">CreativeWork</a>.","http://schema.org/workExample","","","http://schema.org/Claim","http://schema.org/CreativeWork","","","","http://pending.schema.org"
"http://schema.org/applicableCountry","applicableCountry","A country where a particular merchant return policy applies to, for example the two-letter ISO 3166-1 alpha-2 country code.","","","","http://schema.org/MerchantReturnPolicy","http://schema.org/Country, http://schema.org/Text","","","","http://pending.schema.org"
"http://schema.org/applicableLocation","applicableLocation","The location in which the status applies.","","","","http://schema.org/DrugCost, http://schema.org/DrugLegalStatus","http://schema.org/AdministrativeArea","","","",""
"http://schema.org/applicantLocationRequirements","applicantLocationRequirements","The location(s) applicants can apply from. This is usually used for telecommuting jobs where the applicant does not need to be in a physical office. Note: This should not be used for citizenship or work visa requirements.","","","","http://schema.org/JobPosting","http://schema.org/AdministrativeArea","","","","http://pending.schema.org"
"http://schema.org/application","application","An application that can complete the request.","","","","http://schema.org/EntryPoint","http://schema.org/SoftwareApplication","","","http://schema.org/actionApplication",""
"http://schema.org/applicationCategory","applicationCategory","Type of software application, e.g. 'Game, Multimedia'.","","","","http://schema.org/SoftwareApplication","http://schema.org/Text, http://schema.org/URL","","","",""
"http://schema.org/applicationContact","applicationContact","Contact details for further information relevant to this job posting.","","","","http://schema.org/JobPosting","http://schema.org/ContactPoint","","","","http://pending.schema.org"
"http://schema.org/applicationDeadline","applicationDeadline","The date at which the program stops collecting applications for the next enrollment cycle.","","","","http://schema.org/EducationalOccupationalProgram","http://schema.org/Date","","","","http://pending.schema.org"
"http://schema.org/applicationStartDate","applicationStartDate","The date at which the program begins collecting applications for the next enrollment cycle.","","","","http://schema.org/EducationalOccupationalProgram","http://schema.org/Date","","","","http://pending.schema.org"
"http://schema.org/applicationSubCategory","applicationSubCategory","Subcategory of the application, e.g. 'Arcade Game'.","","","","http://schema.org/SoftwareApplication","http://schema.org/Text, http://schema.org/URL","","","",""
"http://schema.org/applicationSuite","applicationSuite","The name of the application suite to which the application belongs (e.g. Excel belongs to Office).","","","","http://schema.org/SoftwareApplication","http://schema.org/Text","","","",""
"http://schema.org/appliesToDeliveryMethod","appliesToDeliveryMethod","The delivery method(s) to which the delivery charge or payment charge specification applies.","","","","http://schema.org/DeliveryChargeSpecification, http://schema.org/PaymentChargeSpecification","http://schema.org/DeliveryMethod","","","",""
"http://schema.org/appliesToPaymentMethod","appliesToPaymentMethod","The payment method(s) to which the payment charge specification applies.","","","","http://schema.org/PaymentChargeSpecification","http://schema.org/PaymentMethod","","","",""
"http://schema.org/archiveHeld","archiveHeld","Collection, <a href=""https://en.wikipedia.org/wiki/Fonds"">fonds</a>, or item held, kept or maintained by an <a class=""localLink"" href=""/ArchiveOrganization"">ArchiveOrganization</a>.","","","","http://schema.org/ArchiveOrganization","http://schema.org/ArchiveComponent","http://schema.org/holdingArchive","","","http://pending.schema.org"
"http://schema.org/archivedAt","archivedAt","Indicates a page or other link involved in archival of a <a class=""localLink"" href=""/CreativeWork"">CreativeWork</a>. In the case of <a class=""localLink"" href=""/MediaReview"">MediaReview</a>, the items in a <a class=""localLink"" href=""/MediaReviewItem"">MediaReviewItem</a> may often become inaccessible, but be archived by archival, journalistic, activist, or law enforcement organizations. In such cases, the referenced page may not directly publish the content.","","","","http://schema.org/CreativeWork","http://schema.org/URL, http://schema.org/WebPage","","","","http://pending.schema.org"
"http://schema.org/area","area","The area within which users can expect to reach the broadcast service.","","","","http://schema.org/BroadcastService","http://schema.org/Place","","","http://schema.org/serviceArea",""
"http://schema.org/areaServed","areaServed","The geographic area where a service or offered item is provided.","","","http://schema.org/availableAtOrFrom, http://schema.org/eligibleRegion","http://schema.org/ContactPoint, http://schema.org/DeliveryChargeSpecification, http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Organization, http://schema.org/Service","http://schema.org/AdministrativeArea, http://schema.org/GeoShape, http://schema.org/Place, http://schema.org/Text","","http://schema.org/serviceArea","",""
"http://schema.org/arrivalAirport","arrivalAirport","The airport where the flight terminates.","","","","http://schema.org/Flight","http://schema.org/Airport","","","",""
"http://schema.org/arrivalBoatTerminal","arrivalBoatTerminal","The terminal or port from which the boat arrives.","","","","http://schema.org/BoatTrip","http://schema.org/BoatTerminal","","","","http://pending.schema.org"
"http://schema.org/arrivalBusStop","arrivalBusStop","The stop or station from which the bus arrives.","","","","http://schema.org/BusTrip","http://schema.org/BusStation, http://schema.org/BusStop","","","",""
"http://schema.org/arrivalGate","arrivalGate","Identifier of the flight's arrival gate.","","","","http://schema.org/Flight","http://schema.org/Text","","","",""
"http://schema.org/arrivalPlatform","arrivalPlatform","The platform where the train arrives.","","","","http://schema.org/TrainTrip","http://schema.org/Text","","","",""
"http://schema.org/arrivalStation","arrivalStation","The station where the train trip ends.","","","","http://schema.org/TrainTrip","http://schema.org/TrainStation","","","",""
"http://schema.org/arrivalTerminal","arrivalTerminal","Identifier of the flight's arrival terminal.","","","","http://schema.org/Flight","http://schema.org/Text","","","",""
"http://schema.org/arrivalTime","arrivalTime","The expected arrival time.","","","","http://schema.org/Trip","http://schema.org/DateTime, http://schema.org/Time","","","",""
"http://schema.org/artEdition","artEdition","The number of copies when multiple copies of a piece of artwork are produced - e.g. for a limited edition of 20 prints, 'artEdition' refers to the total number of copies (in this example ""20"").","","","","http://schema.org/VisualArtwork","http://schema.org/Integer, http://schema.org/Text","","","",""
"http://schema.org/artMedium","artMedium","The material used. (E.g. Oil, Watercolour, Acrylic, Linoprint, Marble, Cyanotype, Digital, Lithograph, DryPoint, Intaglio, Pastel, Woodcut, Pencil, Mixed Media, etc.)","http://schema.org/material","","","http://schema.org/VisualArtwork","http://schema.org/Text, http://schema.org/URL","","","",""
"http://schema.org/arterialBranch","arterialBranch","The branches that comprise the arterial structure.","","","","http://schema.org/Artery","http://schema.org/AnatomicalStructure","","http://schema.org/branch","",""
"http://schema.org/artform","artform","e.g. Painting, Drawing, Sculpture, Print, Photograph, Assemblage, Collage, etc.","","","","http://schema.org/VisualArtwork","http://schema.org/Text, http://schema.org/URL","","","",""
"http://schema.org/articleBody","articleBody","The actual body of the article.","","","","http://schema.org/Article","http://schema.org/Text","","","",""
"http://schema.org/articleSection","articleSection","Articles may belong to one or more 'sections' in a magazine or newspaper, such as Sports, Lifestyle, etc.","","","","http://schema.org/Article","http://schema.org/Text","","","",""
"http://schema.org/artist","artist","The primary artist for a work
        in a medium other than pencils or digital line art--for example, if the
        primary artwork is done in watercolors or digital paints.","","","","http://schema.org/ComicIssue, http://schema.org/ComicStory, http://schema.org/VisualArtwork","http://schema.org/Person","","","","http://bib.schema.org"
"http://schema.org/artworkSurface","artworkSurface","The supporting materials for the artwork, e.g. Canvas, Paper, Wood, Board, etc.","","","","http://schema.org/VisualArtwork","http://schema.org/Text, http://schema.org/URL","","http://schema.org/surface","",""
"http://schema.org/asin","asin","An Amazon Standard Identification Number (ASIN) is a 10-character alphanumeric unique identifier assigned by Amazon.com and its partners for product identification within the Amazon organization (summary from <a href=""https://en.wikipedia.org/wiki/Amazon_Standard_Identification_Number"">Wikipedia</a>'s article).<br/><br/>

Note also that this is a definition for how to include ASINs in Schema.org data, and not a definition of ASINs in general - see documentation from Amazon for authoritative details.
ASINs are most commonly encoded as text strings, but the [asin] property supports URL/URI as potential values too.","http://schema.org/identifier","","","http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Product","http://schema.org/Text, http://schema.org/URL","","","","http://pending.schema.org"
"http://schema.org/aspect","aspect","An aspect of medical practice that is considered on the page, such as 'diagnosis', 'treatment', 'causes', 'prognosis', 'etiology', 'epidemiology', etc.","","","","http://schema.org/MedicalWebPage","http://schema.org/Text","","","http://schema.org/mainContentOfPage",""
"http://schema.org/assembly","assembly","Library file name, e.g., mscorlib.dll, system.web.dll.","","","","http://schema.org/APIReference","http://schema.org/Text","","","http://schema.org/executableLibraryName",""
"http://schema.org/assemblyVersion","assemblyVersion","Associated product/technology version. E.g., .NET Framework 4.5.","","","","http://schema.org/APIReference","http://schema.org/Text","","","",""
"http://schema.org/assesses","assesses","The item being described is intended to assess the competency or learning outcome defined by the referenced term.","","","","http://schema.org/CreativeWork, http://schema.org/EducationEvent, http://schema.org/LearningResource","http://schema.org/DefinedTerm, http://schema.org/Text","","","","http://pending.schema.org"
"http://schema.org/associatedAnatomy","associatedAnatomy","The anatomy of the underlying organ system or structures associated with this entity.","","","","http://schema.org/MedicalCondition, http://schema.org/PhysicalActivity","http://schema.org/AnatomicalStructure, http://schema.org/AnatomicalSystem, http://schema.org/SuperficialAnatomy","","","",""
"http://schema.org/associatedArticle","associatedArticle","A NewsArticle associated with the Media Object.","","","","http://schema.org/MediaObject","http://schema.org/NewsArticle","","","",""
