"id","label","comment","enumerationtype","supersedes","supersededBy","isPartOf"
"http://schema.org/CompletedActionStatus","CompletedActionStatus","An action that has already taken place.","http://schema.org/ActionStatusType","","",""
"http://schema.org/CrossSectional","CrossSectional","Studies carried out on pre-existing data (usually from 'snapshot' surveys), such as that collected by the Census Bureau. Sometimes called Prevalence Studies.","http://schema.org/MedicalObservationalStudyDesign","","","http://health-lifesci.schema.org"
"http://schema.org/DJMixAlbum","DJMixAlbum","DJMixAlbum.","http://schema.org/MusicAlbumProductionType","","",""
"http://schema.org/DVDFormat","DVDFormat","DVDFormat.","http://schema.org/MusicReleaseFormatType","","",""
"http://schema.org/DamagedCondition","DamagedCondition","Indicates that the item is damaged.","http://schema.org/OfferItemCondition","","",""
"http://schema.org/Definitive","Definitive","Indicates a document for which the text is conclusively what the law says and is legally binding. (e.g. The digitally signed version of an Official Journal.)
  Something ""Definitive"" is considered to be also ""<a href=""/Authoritative"">Authoritative</a>"".","http://schema.org/LegalValueLevel","","","http://pending.schema.org"
"http://schema.org/DemoAlbum","DemoAlbum","DemoAlbum.","http://schema.org/MusicAlbumProductionType","","",""
"http://schema.org/Dentistry","Dentistry","A branch of medicine that is involved in the dental care.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Dermatologic","Dermatologic","Something relating to or practicing dermatology","http://schema.org/MedicalSpecialty","","http://schema.org/Dermatology","http://health-lifesci.schema.org"
"http://schema.org/Dermatology","Dermatology","A specific branch of medical science that pertains to diagnosis and treatment of disorders of skin.","http://schema.org/MedicalSpecialty","http://schema.org/Dermatologic","","http://health-lifesci.schema.org"
"http://schema.org/DiabeticDiet","DiabeticDiet","A diet appropriate for people with diabetes.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/Diagnostic","Diagnostic","A medical device used for diagnostic purposes.","http://schema.org/MedicalDevicePurpose","","","http://health-lifesci.schema.org"
"http://schema.org/DietNutrition","DietNutrition","Dietetic and nutrition as a medical speciality.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/DigitalAudioTapeFormat","DigitalAudioTapeFormat","DigitalAudioTapeFormat.","http://schema.org/MusicReleaseFormatType","","",""
"http://schema.org/DigitalFormat","DigitalFormat","DigitalFormat.","http://schema.org/MusicReleaseFormatType","","",""
"http://schema.org/Discontinued","Discontinued","Indicates that the item has been discontinued.","http://schema.org/ItemAvailability","","",""
"http://schema.org/DoubleBlindedTrial","DoubleBlindedTrial","A trial design in which neither the researcher nor the patient knows the details of the treatment the patient was randomly assigned to.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/DrivingSchoolVehicleUsage","DrivingSchoolVehicleUsage","Indicates the usage of the vehicle for driving school.","http://schema.org/CarUsageType","","","http://auto.schema.org"
"http://schema.org/EBook","EBook","Book format: Ebook.","http://schema.org/BookFormatType","","",""
"http://schema.org/EPRelease","EPRelease","EPRelease.","http://schema.org/MusicAlbumReleaseType","","",""
"http://schema.org/Ear","Ear","Ear function assessment with clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/Emergency","Emergency","A specific branch of medical science that deals with the evaluation and initial treatment of medical conditions caused by trauma or sudden illness.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Endocrine","Endocrine","A specific branch of medical science that pertains to diagnosis and treatment of disorders of endocrine glands and their secretions.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/EnrollingByInvitation","EnrollingByInvitation","Enrolling participants by invitation only.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/EventCancelled","EventCancelled","The event has been cancelled. If the event has multiple startDate values, all are assumed to be cancelled. Either startDate or previousStartDate may be used to specify the event's cancelled date(s).","http://schema.org/EventStatusType","","",""
"http://schema.org/EventPostponed","EventPostponed","The event has been postponed and no new date has been set. The event's previousStartDate should be set.","http://schema.org/EventStatusType","","",""
"http://schema.org/EventRescheduled","EventRescheduled","The event has been rescheduled. The event's previousStartDate should be set to the old date and the startDate should be set to the event's new date. (If the event has been rescheduled multiple times, the previousStartDate property may be repeated).","http://schema.org/EventStatusType","","",""
"http://schema.org/EventScheduled","EventScheduled","The event is taking place or has taken place on the startDate as scheduled. Use of this value is optional, as it is assumed by default.","http://schema.org/EventStatusType","","",""
"http://schema.org/EvidenceLevelA","EvidenceLevelA","Data derived from multiple randomized clinical trials or meta-analyses.","http://schema.org/MedicalEvidenceLevel","","","http://health-lifesci.schema.org"
"http://schema.org/EvidenceLevelB","EvidenceLevelB","Data derived from a single randomized trial, or nonrandomized studies.","http://schema.org/MedicalEvidenceLevel","","","http://health-lifesci.schema.org"
"http://schema.org/EvidenceLevelC","EvidenceLevelC","Only consensus opinion of experts, case studies, or standard-of-care.","http://schema.org/MedicalEvidenceLevel","","","http://health-lifesci.schema.org"
"http://schema.org/Eye","Eye","Eye or ophtalmological function assessment with clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/FDAcategoryA","FDAcategoryA","A designation by the US FDA signifying that adequate and well-controlled studies have failed to demonstrate a risk to the fetus in the first trimester of pregnancy (and there is no evidence of risk in later trimesters).","http://schema.org/DrugPregnancyCategory","","","http://health-lifesci.schema.org"
"http://schema.org/FDAcategoryB","FDAcategoryB","A designation by the US FDA signifying that animal reproduction studies have failed to demonstrate a risk to the fetus and there are no adequate and well-controlled studies in pregnant women.","http://schema.org/DrugPregnancyCategory","","","http://health-lifesci.schema.org"
"http://schema.org/FDAcategoryC","FDAcategoryC","A designation by the US FDA signifying that animal reproduction studies have shown an adverse effect on the fetus and there are no adequate and well-controlled studies in humans, but potential benefits may warrant use of the drug in pregnant women despite potential risks.","http://schema.org/DrugPregnancyCategory","","","http://health-lifesci.schema.org"
"http://schema.org/FDAcategoryD","FDAcategoryD","A designation by the US FDA signifying that there is positive evidence of human fetal risk based on adverse reaction data from investigational or marketing experience or studies in humans, but potential benefits may warrant use of the drug in pregnant women despite potential risks.","http://schema.org/DrugPregnancyCategory","","","http://health-lifesci.schema.org"
"http://schema.org/FDAcategoryX","FDAcategoryX","A designation by the US FDA signifying that studies in animals or humans have demonstrated fetal abnormalities and/or there is positive evidence of human fetal risk based on adverse reaction data from investigational or marketing experience, and the risks involved in use of the drug in pregnant women clearly outweigh potential benefits.","http://schema.org/DrugPregnancyCategory","","","http://health-lifesci.schema.org"
"http://schema.org/FDAnotEvaluated","FDAnotEvaluated","A designation that the drug in question has not been assigned a pregnancy category designation by the US FDA.","http://schema.org/DrugPregnancyCategory","","","http://health-lifesci.schema.org"
"http://schema.org/FailedActionStatus","FailedActionStatus","An action that failed to complete. The action's error property and the HTTP return code contain more information about the failure.","http://schema.org/ActionStatusType","","",""
"http://schema.org/Female","Female","The female gender.","http://schema.org/GenderType","","",""
"http://schema.org/Flexibility","Flexibility","Physical activity that is engaged in to improve joint and muscle flexibility.","http://schema.org/PhysicalActivityCategory","","","http://health-lifesci.schema.org"
"http://schema.org/FourWheelDriveConfiguration","FourWheelDriveConfiguration","Four-wheel drive is a transmission layout where the engine primarily drives two wheels with a part-time four-wheel drive capability.","http://schema.org/DriveWheelConfigurationValue","","",""
"http://schema.org/Friday","Friday","The day of the week between Thursday and Saturday.","http://schema.org/DayOfWeek","","",""
"http://schema.org/FrontWheelDriveConfiguration","FrontWheelDriveConfiguration","Front-wheel drive is a transmission layout where the engine drives the front wheels.","http://schema.org/DriveWheelConfigurationValue","","",""
"http://schema.org/Fungus","Fungus","Pathogenic fungus.","http://schema.org/InfectiousAgentClass","","","http://health-lifesci.schema.org"
"http://schema.org/Gastroenterologic","Gastroenterologic","A specific branch of medical science that pertains to diagnosis and treatment of disorders of digestive system.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Genetic","Genetic","A specific branch of medical science that pertains to hereditary transmission and the variation of inherited characteristics and disorders.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Genitourinary","Genitourinary","Genitourinary system function assessment with clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/Geriatric","Geriatric","A specific branch of medical science that is concerned with the diagnosis and treatment of diseases, debilities and provision of care to the aged.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/GlutenFreeDiet","GlutenFreeDiet","A diet exclusive of gluten.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/GraphicNovel","GraphicNovel","Book format: GraphicNovel. May represent a bound collection of ComicIssue instances.","http://schema.org/BookFormatType","","","http://bib.schema.org"
"http://schema.org/GroupBoardingPolicy","GroupBoardingPolicy","The airline boards by groups based on check-in time, priority, etc.","http://schema.org/BoardingPolicyType","","",""
"http://schema.org/Gynecologic","Gynecologic","A specific branch of medical science that pertains to the health care of women, particularly in the diagnosis and treatment of disorders affecting the female reproductive system.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/HalalDiet","HalalDiet","A diet conforming to Islamic dietary practices.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/Hardcover","Hardcover","Book format: Hardcover.","http://schema.org/BookFormatType","","",""
"http://schema.org/Head","Head","Head assessment with clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/HearingImpairedSupported","HearingImpairedSupported","Uses devices to support users with hearing impairments.","http://schema.org/ContactPointOption","","",""
"http://schema.org/Hematologic","Hematologic","A specific branch of medical science that pertains to diagnosis and treatment of disorders of blood and blood producing organs.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/HinduDiet","HinduDiet","A diet conforming to Hindu dietary practices, in particular, beef-free.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/Homeopathic","Homeopathic","A system of medicine based on the principle that a disease can be cured by a substance that produces similar symptoms in healthy people.","http://schema.org/MedicineSystem","","","http://health-lifesci.schema.org"
"http://schema.org/InForce","InForce","Indicates that a legislation is in force.","http://schema.org/LegalForceStatus","","","http://pending.schema.org"
"http://schema.org/InStock","InStock","Indicates that the item is in stock.","http://schema.org/ItemAvailability","","",""
"http://schema.org/InStoreOnly","InStoreOnly","Indicates that the item is available only at physical locations.","http://schema.org/ItemAvailability","","",""
"http://schema.org/Infectious","Infectious","Something in medical science that pertains to infectious diseases i.e caused by bacterial, viral, fungal or parasitic infections.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/InternationalTrial","InternationalTrial","An international trial.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/ItemListOrderAscending","ItemListOrderAscending","An ItemList ordered with lower values listed first.","http://schema.org/ItemListOrderType","","",""
"http://schema.org/ItemListOrderDescending","ItemListOrderDescending","An ItemList ordered with higher values listed first.","http://schema.org/ItemListOrderType","","",""
"http://schema.org/ItemListUnordered","ItemListUnordered","An ItemList ordered with no explicit order.","http://schema.org/ItemListOrderType","","",""
"http://schema.org/KosherDiet","KosherDiet","A diet conforming to Jewish dietary practices.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/LaboratoryScience","LaboratoryScience","A medical science pertaining to chemical, hematological, immunologic, microscopic, or bacteriological diagnostic analyses or research","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/LaserDiscFormat","LaserDiscFormat","LaserDiscFormat.","http://schema.org/MusicReleaseFormatType","","",""
"http://schema.org/LeftHandDriving","LeftHandDriving","The steering position is on the left side of the vehicle (viewed from the main direction of driving).","http://schema.org/SteeringPositionValue","","",""
"http://schema.org/LeisureTimeActivity","LeisureTimeActivity","Any physical activity engaged in for recreational purposes. Examples may include ballroom dancing, roller skating, canoeing, fishing, etc.","http://schema.org/PhysicalActivityCategory","","","http://health-lifesci.schema.org"
"http://schema.org/LimitedAvailability","LimitedAvailability","Indicates that the item has limited availability.","http://schema.org/ItemAvailability","","",""
"http://schema.org/LiveAlbum","LiveAlbum","LiveAlbum.","http://schema.org/MusicAlbumProductionType","","",""
"http://schema.org/Longitudinal","Longitudinal","Unlike cross-sectional studies, longitudinal studies track the same people, and therefore the differences observed in those people are less likely to be the result of cultural differences across generations. Longitudinal studies are also used in medicine to uncover predictors of certain diseases.","http://schema.org/MedicalObservationalStudyDesign","","","http://health-lifesci.schema.org"
"http://schema.org/LowCalorieDiet","LowCalorieDiet","A diet focused on reduced calorie intake.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/LowFatDiet","LowFatDiet","A diet focused on reduced fat and cholesterol intake.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/LowLactoseDiet","LowLactoseDiet","A diet appropriate for people with lactose intolerance.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/LowSaltDiet","LowSaltDiet","A diet focused on reduced sodium intake.","http://schema.org/RestrictedDiet","","",""
"http://schema.org/Lung","Lung","Lung and respiratory system clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/MRI","MRI","Magnetic resonance imaging.","http://schema.org/MedicalImagingTechnique","","","http://health-lifesci.schema.org"
"http://schema.org/Male","Male","The male gender.","http://schema.org/GenderType","","",""
"http://schema.org/MedicalResearcher","MedicalResearcher","Medical researchers.","http://schema.org/MedicalAudience","","","http://health-lifesci.schema.org"
"http://schema.org/Midwifery","Midwifery","A nurse-like health profession that deals with pregnancy, childbirth, and the postpartum period (including care of the newborn), besides sexual and reproductive health of women throughout their lives.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/MixtapeAlbum","MixtapeAlbum","MixtapeAlbum.","http://schema.org/MusicAlbumProductionType","","",""
"http://schema.org/Monday","Monday","The day of the week between Sunday and Tuesday.","http://schema.org/DayOfWeek","","",""
"http://schema.org/MultiCenterTrial","MultiCenterTrial","A trial that takes place at multiple centers.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/MultiPlayer","MultiPlayer","Play mode: MultiPlayer. Requiring or allowing multiple human players to play simultaneously.","http://schema.org/GamePlayMode","","",""
"http://schema.org/MulticellularParasite","MulticellularParasite","Multicellular parasite that causes an infection.","http://schema.org/InfectiousAgentClass","","","http://health-lifesci.schema.org"
"http://schema.org/Musculoskeletal","Musculoskeletal","A specific branch of medical science that pertains to diagnosis and treatment of disorders of muscles, ligaments and skeletal system.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/MusculoskeletalExam","MusculoskeletalExam","Musculoskeletal system clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/Neck","Neck","Neck assessment with clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/Neuro","Neuro","Neurological system clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/Neurologic","Neurologic","A specific branch of medical science that studies the nerves and nervous system and its respective disease states.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/NewCondition","NewCondition","Indicates that the item is new.","http://schema.org/OfferItemCondition","","",""
"http://schema.org/NoninvasiveProcedure","NoninvasiveProcedure","A type of medical procedure that involves noninvasive techniques.","http://schema.org/MedicalProcedureType","","","http://health-lifesci.schema.org"
"http://schema.org/Nose","Nose","Nose function assessment with clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/NotInForce","NotInForce","Indicates that a legislation is currently not in force.","http://schema.org/LegalForceStatus","","","http://pending.schema.org"
"http://schema.org/NotYetRecruiting","NotYetRecruiting","Not yet recruiting.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/Nursing","Nursing","A health profession of a person formally educated and trained in the care of the sick or infirm person.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/OTC","OTC","The character of a medical substance, typically a medicine, of being available over the counter or not.","http://schema.org/DrugPrescriptionStatus","","","http://health-lifesci.schema.org"
"http://schema.org/Observational","Observational","An observational study design.","http://schema.org/MedicalObservationalStudyDesign","","","http://health-lifesci.schema.org"
"http://schema.org/Obstetric","Obstetric","A specific branch of medical science that specializes in the care of women during the prenatal and postnatal care and with the delivery of the child.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/OccupationalActivity","OccupationalActivity","Any physical activity engaged in for job-related purposes. Examples may include waiting tables, maid service, carrying a mailbag, picking fruits or vegetables, construction work, etc.","http://schema.org/PhysicalActivityCategory","","","http://health-lifesci.schema.org"
"http://schema.org/OccupationalTherapy","OccupationalTherapy","A treatment of people with physical, emotional, or social problems, using purposeful activity to help them overcome or learn to deal with their problems.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/OfficialLegalValue","OfficialLegalValue","All the documents published by an official publisher should have at least the legal value level ""OfficialLegalValue"". This indicates that the document was published by an organisation with the public task of making it available (e.g. a consolidated version of a EU directive published by the EU Office of Publications).","http://schema.org/LegalValueLevel","","","http://pending.schema.org"
"http://schema.org/OfflinePermanently","OfflinePermanently","Game server status: OfflinePermanently. Server is offline and not available.","http://schema.org/GameServerStatus","","",""
"http://schema.org/OfflineTemporarily","OfflineTemporarily","Game server status: OfflineTemporarily. Server is offline now but it can be online soon.","http://schema.org/GameServerStatus","","",""
"http://schema.org/OnSitePickup","OnSitePickup","A DeliveryMethod in which an item is collected on site, e.g. in a store or at a box office.","http://schema.org/DeliveryMethod","","",""
"http://schema.org/Oncologic","Oncologic","A specific branch of medical science that deals with benign and malignant tumors, including the study of their development, diagnosis, treatment and prevention.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Online","Online","Game server status: Online. Server is available.","http://schema.org/GameServerStatus","","",""
"http://schema.org/OnlineFull","OnlineFull","Game server status: OnlineFull. Server is online but unavailable. The maximum number of players has reached.","http://schema.org/GameServerStatus","","",""
"http://schema.org/OnlineOnly","OnlineOnly","Indicates that the item is available only online.","http://schema.org/ItemAvailability","","",""
"http://schema.org/OpenTrial","OpenTrial","A trial design in which the researcher knows the full details of the treatment, and so does the patient.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/Optometric","Optometric","The science or practice of testing visual acuity and prescribing corrective lenses.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/OrderCancelled","OrderCancelled","OrderStatus representing cancellation of an order.","http://schema.org/OrderStatus","","",""
"http://schema.org/OrderDelivered","OrderDelivered","OrderStatus representing successful delivery of an order.","http://schema.org/OrderStatus","","",""
"http://schema.org/OrderInTransit","OrderInTransit","OrderStatus representing that an order is in transit.","http://schema.org/OrderStatus","","",""
"http://schema.org/OrderPaymentDue","OrderPaymentDue","OrderStatus representing that payment is due on an order.","http://schema.org/OrderStatus","","",""
"http://schema.org/OrderPickupAvailable","OrderPickupAvailable","OrderStatus representing availability of an order for pickup.","http://schema.org/OrderStatus","","",""
"http://schema.org/OrderProblem","OrderProblem","OrderStatus representing that there is a problem with the order.","http://schema.org/OrderStatus","","",""
"http://schema.org/OrderProcessing","OrderProcessing","OrderStatus representing that an order is being processed.","http://schema.org/OrderStatus","","",""
"http://schema.org/OrderReturned","OrderReturned","OrderStatus representing that an order has been returned.","http://schema.org/OrderStatus","","",""
"http://schema.org/Osteopathic","Osteopathic","A system of medicine focused on promoting the body's innate ability to heal itself.","http://schema.org/MedicineSystem","","","http://health-lifesci.schema.org"
"http://schema.org/Otolaryngologic","Otolaryngologic","A specific branch of medical science that is concerned with the ear, nose and throat and their respective disease states.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/OutOfStock","OutOfStock","Indicates that the item is out of stock.","http://schema.org/ItemAvailability","","",""
"http://schema.org/PET","PET","Positron emission tomography imaging.","http://schema.org/MedicalImagingTechnique","","","http://health-lifesci.schema.org"
"http://schema.org/Paperback","Paperback","Book format: Paperback.","http://schema.org/BookFormatType","","",""
"http://schema.org/ParkingMap","ParkingMap","A parking map.","http://schema.org/MapCategoryType","","",""
"http://schema.org/PartiallyInForce","PartiallyInForce","Indicates that parts of the legislation are in force, and parts are not.","http://schema.org/LegalForceStatus","","","http://pending.schema.org"
"http://schema.org/Pathology","Pathology","A specific branch of medical science that is concerned with the study of the cause, origin and nature of a disease state, including its consequences as a result of manifestation of the disease. In clinical care, the term is used to designate a branch of medicine using laboratory tests to diagnose and determine the prognostic significance of illness.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PaymentAutomaticallyApplied","PaymentAutomaticallyApplied","An automatic payment system is in place and will be used.","http://schema.org/PaymentStatusType","","",""
"http://schema.org/PaymentComplete","PaymentComplete","The payment has been received and processed.","http://schema.org/PaymentStatusType","","",""
"http://schema.org/PaymentDeclined","PaymentDeclined","The payee received the payment, but it was declined for some reason.","http://schema.org/PaymentStatusType","","",""
"http://schema.org/PaymentDue","PaymentDue","The payment is due, but still within an acceptable time to be received.","http://schema.org/PaymentStatusType","","",""
"http://schema.org/PaymentPastDue","PaymentPastDue","The payment is due and considered late.","http://schema.org/PaymentStatusType","","",""
"http://schema.org/Pediatric","Pediatric","A specific branch of medical science that specializes in the care of infants, children and adolescents.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PercutaneousProcedure","PercutaneousProcedure","A type of medical procedure that involves percutaneous techniques, where access to organs or tissue is achieved via needle-puncture of the skin. For example, catheter-based procedures like stent delivery.","http://schema.org/MedicalProcedureType","","","http://health-lifesci.schema.org"
"http://schema.org/PharmacySpecialty","PharmacySpecialty","The practice or art and science of preparing and dispensing drugs and medicines.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Physiotherapy","Physiotherapy","The practice of treatment of disease, injury, or deformity by physical methods such as massage, heat treatment, and exercise rather than by drugs or surgery..","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PlaceboControlledTrial","PlaceboControlledTrial","A placebo-controlled trial design.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/PlasticSurgery","PlasticSurgery","A specific branch of medical science that pertains to therapeutic or cosmetic repair or re-formation of missing, injured or malformed tissues or body parts by manual and instrumental means.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
