"id","label","comment","enumerationtype","supersedes","supersededBy","isPartOf"
"http://schema.org/Obstetric","Obstetric","A specific branch of medical science that specializes in the care of women during the prenatal and postnatal care and with the delivery of the child.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/OccupationalActivity","OccupationalActivity","Any physical activity engaged in for job-related purposes. Examples may include waiting tables, maid service, carrying a mailbag, picking fruits or vegetables, construction work, etc.","http://schema.org/PhysicalActivityCategory","","","http://health-lifesci.schema.org"
"http://schema.org/OccupationalTherapy","OccupationalTherapy","A treatment of people with physical, emotional, or social problems, using purposeful activity to help them overcome or learn to deal with their problems.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Oncologic","Oncologic","A specific branch of medical science that deals with benign and malignant tumors, including the study of their development, diagnosis, treatment and prevention.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/OpenTrial","OpenTrial","A trial design in which the researcher knows the full details of the treatment, and so does the patient.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/Optometric","Optometric","The science or practice of testing visual acuity and prescribing corrective lenses.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Osteopathic","Osteopathic","A system of medicine focused on promoting the body's innate ability to heal itself.","http://schema.org/MedicineSystem","","","http://health-lifesci.schema.org"
"http://schema.org/Otolaryngologic","Otolaryngologic","A specific branch of medical science that is concerned with the ear, nose and throat and their respective disease states.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PET","PET","Positron emission tomography imaging.","http://schema.org/MedicalImagingTechnique","","","http://health-lifesci.schema.org"
"http://schema.org/Pathology","Pathology","A specific branch of medical science that is concerned with the study of the cause, origin and nature of a disease state, including its consequences as a result of manifestation of the disease. In clinical care, the term is used to designate a branch of medicine using laboratory tests to diagnose and determine the prognostic significance of illness.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Pediatric","Pediatric","A specific branch of medical science that specializes in the care of infants, children and adolescents.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PercutaneousProcedure","PercutaneousProcedure","A type of medical procedure that involves percutaneous techniques, where access to organs or tissue is achieved via needle-puncture of the skin. For example, catheter-based procedures like stent delivery.","http://schema.org/MedicalProcedureType","","","http://health-lifesci.schema.org"
"http://schema.org/PharmacySpecialty","PharmacySpecialty","The practice or art and science of preparing and dispensing drugs and medicines.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Physiotherapy","Physiotherapy","The practice of treatment of disease, injury, or deformity by physical methods such as massage, heat treatment, and exercise rather than by drugs or surgery..","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PlaceboControlledTrial","PlaceboControlledTrial","A placebo-controlled trial design.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/PlasticSurgery","PlasticSurgery","A specific branch of medical science that pertains to therapeutic or cosmetic repair or re-formation of missing, injured or malformed tissues or body parts by manual and instrumental means.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Podiatric","Podiatric","Podiatry is the care of the human foot, especially the diagnosis and treatment of foot disorders.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PrescriptionOnly","PrescriptionOnly","Available by prescription only.","http://schema.org/DrugPrescriptionStatus","","","http://health-lifesci.schema.org"
"http://schema.org/PrimaryCare","PrimaryCare","The medical care by a physician, or other health-care professional, who is the patient's first contact with the health-care system and who may recommend a specialist if necessary.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Prion","Prion","A prion is an infectious agent composed of protein in a misfolded form.","http://schema.org/InfectiousAgentClass","","","http://health-lifesci.schema.org"
"http://schema.org/Protozoa","Protozoa","Single-celled organism that causes an infection.","http://schema.org/InfectiousAgentClass","","","http://health-lifesci.schema.org"
"http://schema.org/Psychiatric","Psychiatric","A specific branch of medical science that is concerned with the study, treatment, and prevention of mental illness, using both medical and psychological therapies.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/PublicHealth","PublicHealth","Branch of medicine that pertains to the health services to improve and protect community health, especially epidemiology, sanitation, immunization, and preventive medicine.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Pulmonary","Pulmonary","A specific branch of medical science that pertains to the study of the respiratory system and its respective disease states.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Radiography","Radiography","Radiography is an imaging technique that uses electromagnetic radiation other than visible light, especially X-rays, to view the internal structure of a non-uniformly composed and opaque object such as the human body.","http://schema.org/MedicalImagingTechnique","","","http://health-lifesci.schema.org"
"http://schema.org/RandomizedTrial","RandomizedTrial","A randomized trial design.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/Recruiting","Recruiting","Recruiting participants.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/Registry","Registry","A registry-based study design.","http://schema.org/MedicalObservationalStudyDesign","","","http://health-lifesci.schema.org"
"http://schema.org/ReimbursementCap","ReimbursementCap","The drug's cost represents the maximum reimbursement paid by an insurer for the drug.","http://schema.org/DrugCostCategory","","","http://health-lifesci.schema.org"
"http://schema.org/Renal","Renal","A specific branch of medical science that pertains to the study of the kidneys and its respective disease states.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/RespiratoryTherapy","RespiratoryTherapy","The therapy that is concerned with the maintenance or improvement of respiratory function (as in patients with pulmonary disease).","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/ResultsAvailable","ResultsAvailable","Results are available.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/ResultsNotAvailable","ResultsNotAvailable","Results are not available.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/Retail","Retail","The drug's cost represents the retail cost of the drug.","http://schema.org/DrugCostCategory","","","http://health-lifesci.schema.org"
"http://schema.org/Rheumatologic","Rheumatologic","A specific branch of medical science that deals with the study and treatment of rheumatic, autoimmune or joint diseases.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/SingleBlindedTrial","SingleBlindedTrial","A trial design in which the researcher knows which treatment the patient was randomly assigned to but the patient does not.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/SingleCenterTrial","SingleCenterTrial","A trial that takes place at a single center.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/Skin","Skin","Skin assessment with clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/SpeechPathology","SpeechPathology","The scientific study and treatment of defects, disorders, and malfunctions of speech and voice, as stuttering, lisping, or lalling, and of language disturbances, as aphasia or delayed language acquisition.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/StrengthTraining","StrengthTraining","Physical activity that is engaged in to improve muscle and bone strength. Also referred to as resistance training.","http://schema.org/PhysicalActivityCategory","","","http://health-lifesci.schema.org"
"http://schema.org/Surgical","Surgical","A specific branch of medical science that pertains to treating diseases, injuries and deformities by manual and instrumental means.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Suspended","Suspended","Suspended.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/Terminated","Terminated","Terminated.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/Therapeutic","Therapeutic","A medical device used for therapeutic purposes.","http://schema.org/MedicalDevicePurpose","","","http://health-lifesci.schema.org"
"http://schema.org/Throat","Throat","Throat assessment with  clinical examination.","http://schema.org/PhysicalExam","","","http://health-lifesci.schema.org"
"http://schema.org/Toxicologic","Toxicologic","A specific branch of medical science that is concerned with poisons, their nature, effects and detection and involved in the treatment of poisoning.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/TraditionalChinese","TraditionalChinese","A system of medicine based on common theoretical concepts that originated in China and evolved over thousands of years, that uses herbs, acupuncture, exercise, massage, dietary therapy, and other methods to treat a wide range of conditions.","http://schema.org/MedicineSystem","","","http://health-lifesci.schema.org"
"http://schema.org/TripleBlindedTrial","TripleBlindedTrial","A trial design in which neither the researcher, the person administering the therapy nor the patient knows the details of the treatment the patient was randomly assigned to.","http://schema.org/MedicalTrialDesign","","","http://health-lifesci.schema.org"
"http://schema.org/Ultrasound","Ultrasound","Ultrasound imaging.","http://schema.org/MedicalImagingTechnique","","","http://health-lifesci.schema.org"
"http://schema.org/Urologic","Urologic","A specific branch of medical science that is concerned with the diagnosis and treatment of diseases pertaining to the urinary tract and the urogenital system.","http://schema.org/MedicalSpecialty","","","http://health-lifesci.schema.org"
"http://schema.org/Virus","Virus","Pathogenic virus that causes viral infection.","http://schema.org/InfectiousAgentClass","","","http://health-lifesci.schema.org"
"http://schema.org/WesternConventional","WesternConventional","The conventional Western system of medicine, that aims to apply the best available evidence gained from the scientific method to clinical decision making. Also known as conventional or Western medicine.","http://schema.org/MedicineSystem","","","http://health-lifesci.schema.org"
"http://schema.org/Wholesale","Wholesale","The drug's cost represents the wholesale acquisition cost of the drug.","http://schema.org/DrugCostCategory","","","http://health-lifesci.schema.org"
"http://schema.org/Withdrawn","Withdrawn","Withdrawn.","http://schema.org/MedicalStudyStatus","","","http://health-lifesci.schema.org"
"http://schema.org/XRay","XRay","X-ray imaging.","http://schema.org/MedicalImagingTechnique","","","http://health-lifesci.schema.org"
