"id","label","comment","subTypeOf","enumerationtype","equivalentClass","properties","subTypes","supersedes","supersededBy","isPartOf"
"http://schema.org/Drug","Drug","A chemical or biologic substance, used as a medical therapy, that has a physiological effect on an organism. Here the term drug is used interchangeably with the term medicine although clinical knowledge make a clear difference between them.","http://schema.org/Substance","","http://purl.bioontology.org/ontology/SNOMEDCT/410942007","http://schema.org/activeIngredient, http://schema.org/administrationRoute, http://schema.org/alcoholWarning, http://schema.org/availableStrength, http://schema.org/breastfeedingWarning, http://schema.org/clincalPharmacology, http://schema.org/clinicalPharmacology, http://schema.org/code, http://schema.org/cost, http://schema.org/dosageForm, http://schema.org/doseSchedule, http://schema.org/drugClass, http://schema.org/drugUnit, http://schema.org/foodWarning, http://schema.org/guideline, http://schema.org/interactingDrug, http://schema.org/isAvailableGenerically, http://schema.org/isProprietary, http://schema.org/labelDetails, http://schema.org/legalStatus, http://schema.org/maximumIntake, http://schema.org/mechanismOfAction, http://schema.org/medicineSystem, http://schema.org/nonProprietaryName, http://schema.org/overdosage, http://schema.org/pregnancyCategory, http://schema.org/pregnancyWarning, http://schema.org/prescribingInfo, http://schema.org/prescriptionStatus, http://schema.org/proprietaryName, http://schema.org/recognizingAuthority, http://schema.org/relatedDrug, http://schema.org/relevantSpecialty, http://schema.org/study, http://schema.org/warning","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugClass","DrugClass","A class of medical drugs, e.g., statins. Classes can represent general pharmacological class, common mechanisms of action, common physiological effects, etc.","http://schema.org/MedicalEnumeration","","","http://schema.org/drug","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugCost","DrugCost","The cost per unit of a medical drug. Note that this type is not meant to represent the price in an offer of a drug for sale; see the Offer type for that. This type will typically be used to tag wholesale or average retail cost of a drug, or maximum reimbursable cost. Costs of medical drugs vary widely depending on how and where they are paid for, so while this type captures some of the variables, costs should be used with caution by consumers of this schema's markup.","http://schema.org/MedicalEnumeration","","","http://schema.org/applicableLocation, http://schema.org/costCategory, http://schema.org/costCurrency, http://schema.org/costOrigin, http://schema.org/costPerUnit, http://schema.org/drugUnit","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugCostCategory","DrugCostCategory","Enumerated categories of medical drug costs.","http://schema.org/MedicalEnumeration","","","","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugLegalStatus","DrugLegalStatus","The legal availability status of a medical drug.","http://schema.org/MedicalIntangible","","","http://schema.org/applicableLocation, http://schema.org/code, http://schema.org/guideline, http://schema.org/legalStatus, http://schema.org/medicineSystem, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/study","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugPregnancyCategory","DrugPregnancyCategory","Categories that represent an assessment of the risk of fetal injury due to a drug or pharmaceutical used as directed by the mother during pregnancy.","http://schema.org/MedicalEnumeration","","","","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugPrescriptionStatus","DrugPrescriptionStatus","Indicates whether this drug is available by prescription or over-the-counter.","http://schema.org/MedicalEnumeration","","","","","","","http://health-lifesci.schema.org"
"http://schema.org/DrugStrength","DrugStrength","A specific strength in which a medical drug is available in a specific country.","http://schema.org/MedicalIntangible","","","http://schema.org/activeIngredient, http://schema.org/availableIn, http://schema.org/code, http://schema.org/guideline, http://schema.org/legalStatus, http://schema.org/maximumIntake, http://schema.org/medicineSystem, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/strengthUnit, http://schema.org/strengthValue, http://schema.org/study","","","","http://health-lifesci.schema.org"
"http://schema.org/Ear","Ear","Ear function assessment with clinical examination.","","http://schema.org/PhysicalExam","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Emergency","Emergency","A specific branch of medical science that deals with the evaluation and initial treatment of medical conditions caused by trauma or sudden illness.","http://schema.org/MedicalBusiness","http://schema.org/MedicalSpecialty","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Endocrine","Endocrine","A specific branch of medical science that pertains to diagnosis and treatment of disorders of endocrine glands and their secretions.","","http://schema.org/MedicalSpecialty","","","","","","http://health-lifesci.schema.org"
"http://schema.org/EnrollingByInvitation","EnrollingByInvitation","Enrolling participants by invitation only.","","http://schema.org/MedicalStudyStatus","","","","","","http://health-lifesci.schema.org"
"http://schema.org/EvidenceLevelA","EvidenceLevelA","Data derived from multiple randomized clinical trials or meta-analyses.","","http://schema.org/MedicalEvidenceLevel","","","","","","http://health-lifesci.schema.org"
"http://schema.org/EvidenceLevelB","EvidenceLevelB","Data derived from a single randomized trial, or nonrandomized studies.","","http://schema.org/MedicalEvidenceLevel","","","","","","http://health-lifesci.schema.org"
"http://schema.org/EvidenceLevelC","EvidenceLevelC","Only consensus opinion of experts, case studies, or standard-of-care.","","http://schema.org/MedicalEvidenceLevel","","","","","","http://health-lifesci.schema.org"
"http://schema.org/ExercisePlan","ExercisePlan","Fitness-related activity designed for a specific health-related purpose, including defined exercise routines as well as activity prescribed by a clinician.","http://schema.org/CreativeWork, http://schema.org/PhysicalActivity","","","http://schema.org/activityDuration, http://schema.org/activityFrequency, http://schema.org/additionalVariable, http://schema.org/associatedAnatomy, http://schema.org/code, http://schema.org/epidemiology, http://schema.org/exerciseType, http://schema.org/guideline, http://schema.org/intensity, http://schema.org/legalStatus, http://schema.org/medicineSystem, http://schema.org/pathophysiology, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/repetitions, http://schema.org/restPeriods, http://schema.org/study, http://schema.org/workload","","","","http://health-lifesci.schema.org"
"http://schema.org/Eye","Eye","Eye or ophtalmological function assessment with clinical examination.","","http://schema.org/PhysicalExam","","","","","","http://health-lifesci.schema.org"
"http://schema.org/FDAcategoryA","FDAcategoryA","A designation by the US FDA signifying that adequate and well-controlled studies have failed to demonstrate a risk to the fetus in the first trimester of pregnancy (and there is no evidence of risk in later trimesters).","","http://schema.org/DrugPregnancyCategory","","","","","","http://health-lifesci.schema.org"
"http://schema.org/FDAcategoryB","FDAcategoryB","A designation by the US FDA signifying that animal reproduction studies have failed to demonstrate a risk to the fetus and there are no adequate and well-controlled studies in pregnant women.","","http://schema.org/DrugPregnancyCategory","","","","","","http://health-lifesci.schema.org"
"http://schema.org/FDAcategoryC","FDAcategoryC","A designation by the US FDA signifying that animal reproduction studies have shown an adverse effect on the fetus and there are no adequate and well-controlled studies in humans, but potential benefits may warrant use of the drug in pregnant women despite potential risks.","","http://schema.org/DrugPregnancyCategory","","","","","","http://health-lifesci.schema.org"
"http://schema.org/FDAcategoryD","FDAcategoryD","A designation by the US FDA signifying that there is positive evidence of human fetal risk based on adverse reaction data from investigational or marketing experience or studies in humans, but potential benefits may warrant use of the drug in pregnant women despite potential risks.","","http://schema.org/DrugPregnancyCategory","","","","","","http://health-lifesci.schema.org"
"http://schema.org/FDAcategoryX","FDAcategoryX","A designation by the US FDA signifying that studies in animals or humans have demonstrated fetal abnormalities and/or there is positive evidence of human fetal risk based on adverse reaction data from investigational or marketing experience, and the risks involved in use of the drug in pregnant women clearly outweigh potential benefits.","","http://schema.org/DrugPregnancyCategory","","","","","","http://health-lifesci.schema.org"
"http://schema.org/FDAnotEvaluated","FDAnotEvaluated","A designation that the drug in question has not been assigned a pregnancy category designation by the US FDA.","","http://schema.org/DrugPregnancyCategory","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Flexibility","Flexibility","Physical activity that is engaged in to improve joint and muscle flexibility.","","http://schema.org/PhysicalActivityCategory","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Fungus","Fungus","Pathogenic fungus.","","http://schema.org/InfectiousAgentClass","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Gastroenterologic","Gastroenterologic","A specific branch of medical science that pertains to diagnosis and treatment of disorders of digestive system.","","http://schema.org/MedicalSpecialty","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Genetic","Genetic","A specific branch of medical science that pertains to hereditary transmission and the variation of inherited characteristics and disorders.","","http://schema.org/MedicalSpecialty","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Genitourinary","Genitourinary","Genitourinary system function assessment with clinical examination.","","http://schema.org/PhysicalExam","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Geriatric","Geriatric","A specific branch of medical science that is concerned with the diagnosis and treatment of diseases, debilities and provision of care to the aged.","http://schema.org/MedicalBusiness","http://schema.org/MedicalSpecialty","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Gynecologic","Gynecologic","A specific branch of medical science that pertains to the health care of women, particularly in the diagnosis and treatment of disorders affecting the female reproductive system.","http://schema.org/MedicalBusiness","http://schema.org/MedicalSpecialty","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Head","Head","Head assessment with clinical examination.","","http://schema.org/PhysicalExam","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Hematologic","Hematologic","A specific branch of medical science that pertains to diagnosis and treatment of disorders of blood and blood producing organs.","","http://schema.org/MedicalSpecialty","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Homeopathic","Homeopathic","A system of medicine based on the principle that a disease can be cured by a substance that produces similar symptoms in healthy people.","","http://schema.org/MedicineSystem","","","","","","http://health-lifesci.schema.org"
"http://schema.org/ImagingTest","ImagingTest","Any medical imaging modality typically used for diagnostic purposes.","http://schema.org/MedicalTest","","","http://schema.org/affectedBy, http://schema.org/code, http://schema.org/guideline, http://schema.org/imagingTechnique, http://schema.org/legalStatus, http://schema.org/medicineSystem, http://schema.org/normalRange, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/signDetected, http://schema.org/study, http://schema.org/usedToDiagnose, http://schema.org/usesDevice","","","","http://health-lifesci.schema.org"
"http://schema.org/Infectious","Infectious","Something in medical science that pertains to infectious diseases i.e caused by bacterial, viral, fungal or parasitic infections.","","http://schema.org/MedicalSpecialty","","","","","","http://health-lifesci.schema.org"
"http://schema.org/InfectiousAgentClass","InfectiousAgentClass","Classes of agents or pathogens that transmit infectious diseases. Enumerated type.","http://schema.org/MedicalEnumeration","","","","","","","http://health-lifesci.schema.org"
"http://schema.org/InfectiousDisease","InfectiousDisease","An infectious disease is a clinically evident human disease resulting from the presence of pathogenic microbial agents, like pathogenic viruses, pathogenic bacteria, fungi, protozoa, multicellular parasites, and prions. To be considered an infectious disease, such pathogens are known to be able to cause this disease.","http://schema.org/MedicalCondition","","","http://schema.org/associatedAnatomy, http://schema.org/cause, http://schema.org/code, http://schema.org/differentialDiagnosis, http://schema.org/drug, http://schema.org/epidemiology, http://schema.org/expectedPrognosis, http://schema.org/guideline, http://schema.org/infectiousAgent, http://schema.org/infectiousAgentClass, http://schema.org/legalStatus, http://schema.org/medicineSystem, http://schema.org/naturalProgression, http://schema.org/pathophysiology, http://schema.org/possibleComplication, http://schema.org/possibleTreatment, http://schema.org/primaryPrevention, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/riskFactor, http://schema.org/secondaryPrevention, http://schema.org/signOrSymptom, http://schema.org/stage, http://schema.org/status, http://schema.org/study, http://schema.org/subtype, http://schema.org/transmissionMethod, http://schema.org/typicalTest","","","","http://health-lifesci.schema.org"
"http://schema.org/InternationalTrial","InternationalTrial","An international trial.","","http://schema.org/MedicalTrialDesign","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Joint","Joint","The anatomical location at which two or more bones make contact.","http://schema.org/AnatomicalStructure","","","http://schema.org/associatedPathophysiology, http://schema.org/biomechnicalClass, http://schema.org/bodyLocation, http://schema.org/code, http://schema.org/connectedTo, http://schema.org/diagram, http://schema.org/function, http://schema.org/functionalClass, http://schema.org/guideline, http://schema.org/legalStatus, http://schema.org/medicineSystem, http://schema.org/partOfSystem, http://schema.org/recognizingAuthority, http://schema.org/relatedCondition, http://schema.org/relatedTherapy, http://schema.org/relevantSpecialty, http://schema.org/structuralClass, http://schema.org/study, http://schema.org/subStructure","","","","http://health-lifesci.schema.org"
"http://schema.org/LaboratoryScience","LaboratoryScience","A medical science pertaining to chemical, hematological, immunologic, microscopic, or bacteriological diagnostic analyses or research","","http://schema.org/MedicalSpecialty","","","","","","http://health-lifesci.schema.org"
"http://schema.org/LeisureTimeActivity","LeisureTimeActivity","Any physical activity engaged in for recreational purposes. Examples may include ballroom dancing, roller skating, canoeing, fishing, etc.","","http://schema.org/PhysicalActivityCategory","","","","","","http://health-lifesci.schema.org"
"http://schema.org/LifestyleModification","LifestyleModification","A process of care involving exercise, changes to diet, fitness routines, and other lifestyle changes aimed at improving a health condition.","http://schema.org/MedicalEntity","","","http://schema.org/code, http://schema.org/guideline, http://schema.org/legalStatus, http://schema.org/medicineSystem, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/study","http://schema.org/Diet, http://schema.org/PhysicalActivity","","","http://health-lifesci.schema.org"
"http://schema.org/Ligament","Ligament","A short band of tough, flexible, fibrous connective tissue that functions to connect multiple bones, cartilages, and structurally support joints.","http://schema.org/AnatomicalStructure","","","http://schema.org/associatedPathophysiology, http://schema.org/bodyLocation, http://schema.org/code, http://schema.org/connectedTo, http://schema.org/diagram, http://schema.org/function, http://schema.org/guideline, http://schema.org/legalStatus, http://schema.org/medicineSystem, http://schema.org/partOfSystem, http://schema.org/recognizingAuthority, http://schema.org/relatedCondition, http://schema.org/relatedTherapy, http://schema.org/relevantSpecialty, http://schema.org/study, http://schema.org/subStructure","","","","http://health-lifesci.schema.org"
"http://schema.org/Longitudinal","Longitudinal","Unlike cross-sectional studies, longitudinal studies track the same people, and therefore the differences observed in those people are less likely to be the result of cultural differences across generations. Longitudinal studies are also used in medicine to uncover predictors of certain diseases.","","http://schema.org/MedicalObservationalStudyDesign","","","","","","http://health-lifesci.schema.org"
"http://schema.org/Lung","Lung","Lung and respiratory system clinical examination.","","http://schema.org/PhysicalExam","","","","","","http://health-lifesci.schema.org"
"http://schema.org/LymphaticVessel","LymphaticVessel","A type of blood vessel that specifically carries lymph fluid unidirectionally toward the heart.","http://schema.org/Vessel","","","http://schema.org/associatedPathophysiology, http://schema.org/bodyLocation, http://schema.org/code, http://schema.org/connectedTo, http://schema.org/diagram, http://schema.org/function, http://schema.org/guideline, http://schema.org/legalStatus, http://schema.org/medicineSystem, http://schema.org/originatesFrom, http://schema.org/partOfSystem, http://schema.org/recognizingAuthority, http://schema.org/regionDrained, http://schema.org/relatedCondition, http://schema.org/relatedTherapy, http://schema.org/relevantSpecialty, http://schema.org/runsTo, http://schema.org/study, http://schema.org/subStructure","","","","http://health-lifesci.schema.org"
"http://schema.org/MRI","MRI","Magnetic resonance imaging.","","http://schema.org/MedicalImagingTechnique","","","","","","http://health-lifesci.schema.org"
"http://schema.org/MaximumDoseSchedule","MaximumDoseSchedule","The maximum dosing schedule considered safe for a drug or supplement as recommended by an authority or by the drug/supplement's manufacturer. Capture the recommending authority in the recognizingAuthority property of MedicalEntity.","http://schema.org/DoseSchedule","","","http://schema.org/code, http://schema.org/doseUnit, http://schema.org/doseValue, http://schema.org/frequency, http://schema.org/guideline, http://schema.org/legalStatus, http://schema.org/medicineSystem, http://schema.org/recognizingAuthority, http://schema.org/relevantSpecialty, http://schema.org/study, http://schema.org/targetPopulation","","","","http://health-lifesci.schema.org"
