Class,Name,Domain Bucket
Itemtype,http://schema.org/CollegeOrUniversity,10K - 100K
Itemtype,http://schema.org/ComedyClub,< 1K
Itemtype,http://schema.org/ComedyEvent,1K - 10K
Itemtype,http://schema.org/ComicCoverArt,< 1K
Itemtype,http://schema.org/ComicIssue,< 1K
Itemtype,http://schema.org/ComicSeries,1K - 10K
Itemtype,http://schema.org/ComicStory,< 1K
Itemtype,http://schema.org/Comment,100K - 1M
Itemtype,http://schema.org/CommentAction,1M - 10M
Itemtype,http://schema.org/CommunicateAction,10K - 100K
Itemtype,http://schema.org/CommunityHealth,1K - 10K
Itemtype,http://schema.org/CompleteDataFeed,< 1K
Itemtype,http://schema.org/CompoundPriceSpecification,1K - 10K
Itemtype,http://schema.org/ComputerLanguage,< 1K
Itemtype,http://schema.org/ComputerStore,1K - 10K
Itemtype,http://schema.org/ConferenceEvent,< 1K
Itemtype,http://schema.org/ConfirmAction,< 1K
Itemtype,http://schema.org/Consortium,< 1K
Itemtype,http://schema.org/ConstraintNode,< 1K
Itemtype,http://schema.org/ConsumeAction,< 1K
Itemtype,http://schema.org/ContactPage,100K - 1M
Itemtype,http://schema.org/ContactPoint,1M - 10M
Itemtype,http://schema.org/ContactPointOption,< 1K
Itemtype,http://schema.org/Continent,1K - 10K
Itemtype,http://schema.org/ControlAction,< 1K
Itemtype,http://schema.org/ConvenienceStore,< 1K
Itemtype,http://schema.org/Conversation,< 1K
Itemtype,http://schema.org/CookAction,< 1K
Itemtype,http://schema.org/Cooperative,< 1K
Itemtype,http://schema.org/Corporation,100K - 1M
Itemtype,http://schema.org/CorrectionComment,< 1K
Itemtype,http://schema.org/Country,1M - 10M
Itemtype,http://schema.org/Course,100K - 1M
Itemtype,http://schema.org/CourseInstance,10K - 100K
Itemtype,http://schema.org/Courthouse,< 1K
Itemtype,http://schema.org/CoverArt,< 1K
Itemtype,http://schema.org/CovidTestingFacility,< 1K
Itemtype,http://schema.org/CreateAction,1K - 10K
Itemtype,http://schema.org/CreativeWork,1M - 10M
Itemtype,http://schema.org/CreativeWorkSeason,1K - 10K
Itemtype,http://schema.org/CreativeWorkSeries,10K - 100K
Itemtype,http://schema.org/Credential,10K - 100K
Itemtype,http://schema.org/CreditCard,1K - 10K
Itemtype,http://schema.org/Crematorium,< 1K
Itemtype,http://schema.org/CriticReview,< 1K
Itemtype,http://schema.org/CssSelectorType,< 1K
Itemtype,http://schema.org/CurrencyConversionService,< 1K
Itemtype,http://schema.org/DDxElement,< 1K
Itemtype,http://schema.org/DENonprofitType,< 1K
Itemtype,http://schema.org/DanceEvent,< 1K
Itemtype,http://schema.org/DanceGroup,< 1K
Itemtype,http://schema.org/DataCatalog,1K - 10K
Itemtype,http://schema.org/DataDownload,10K - 100K
Itemtype,http://schema.org/DataFeed,1K - 10K
Itemtype,http://schema.org/DataFeedItem,1K - 10K
Itemtype,http://schema.org/DataType,< 1K
Itemtype,http://schema.org/Dataset,10K - 100K
Itemtype,http://schema.org/Date,< 1K
Itemtype,http://schema.org/DateTime,< 1K
Itemtype,http://schema.org/DatedMoneySpecification,< 1K
Itemtype,http://schema.org/DayOfWeek,10K - 100K
Itemtype,http://schema.org/DaySpa,1K - 10K
Itemtype,http://schema.org/DeactivateAction,< 1K
Itemtype,http://schema.org/DefenceEstablishment,< 1K
Itemtype,http://schema.org/DefinedRegion,100K - 1M
Itemtype,http://schema.org/DefinedTerm,10K - 100K
Itemtype,http://schema.org/DefinedTermSet,10K - 100K
Itemtype,http://schema.org/DeleteAction,< 1K
Itemtype,http://schema.org/DeliveryChargeSpecification,10K - 100K
Itemtype,http://schema.org/DeliveryEvent,< 1K
Itemtype,http://schema.org/DeliveryMethod,1K - 10K
Itemtype,http://schema.org/DeliveryTimeSettings,< 1K
Itemtype,http://schema.org/Demand,1K - 10K
Itemtype,http://schema.org/Dentist,10K - 100K
Itemtype,http://schema.org/DepartAction,< 1K
Itemtype,http://schema.org/DepartmentStore,1K - 10K
Itemtype,http://schema.org/DepositAccount,< 1K
Itemtype,http://schema.org/Dermatology,1K - 10K
Itemtype,http://schema.org/DiagnosticLab,1K - 10K
Itemtype,http://schema.org/DiagnosticProcedure,< 1K
Itemtype,http://schema.org/Diet,< 1K
Itemtype,http://schema.org/DietNutrition,1K - 10K
Itemtype,http://schema.org/DietarySupplement,< 1K
Itemtype,http://schema.org/DigitalDocument,10K - 100K
Itemtype,http://schema.org/DigitalDocumentPermission,< 1K
Itemtype,http://schema.org/DigitalDocumentPermissionType,< 1K
Itemtype,http://schema.org/DigitalPlatformEnumeration,< 1K
Itemtype,http://schema.org/DisagreeAction,< 1K
Itemtype,http://schema.org/DiscoverAction,< 1K
Itemtype,http://schema.org/DiscussionForumPosting,10K - 100K
Itemtype,http://schema.org/DislikeAction,1K - 10K
Itemtype,http://schema.org/Distance,1K - 10K
Itemtype,http://schema.org/Distillery,< 1K
Itemtype,http://schema.org/DonateAction,1K - 10K
Itemtype,http://schema.org/DoseSchedule,< 1K
Itemtype,http://schema.org/DownloadAction,1K - 10K
Itemtype,http://schema.org/DrawAction,< 1K
Itemtype,http://schema.org/Drawing,< 1K
Itemtype,http://schema.org/DrinkAction,< 1K
Itemtype,http://schema.org/DriveWheelConfigurationValue,< 1K
Itemtype,http://schema.org/Drug,1K - 10K
Itemtype,http://schema.org/DrugClass,1K - 10K
Itemtype,http://schema.org/DrugCost,< 1K
Itemtype,http://schema.org/DrugCostCategory,< 1K
Itemtype,http://schema.org/DrugLegalStatus,< 1K
Itemtype,http://schema.org/DrugPregnancyCategory,< 1K
Itemtype,http://schema.org/DrugPrescriptionStatus,< 1K
Itemtype,http://schema.org/DrugStrength,< 1K
Itemtype,http://schema.org/DryCleaningOrLaundry,1K - 10K
Itemtype,http://schema.org/Duration,10K - 100K
Itemtype,http://schema.org/EUEnergyEfficiencyEnumeration,< 1K
Itemtype,http://schema.org/EatAction,< 1K
Itemtype,http://schema.org/EducationEvent,1K - 10K
Itemtype,http://schema.org/EducationalAudience,10K - 100K
Itemtype,http://schema.org/EducationalOccupationalCredential,100K - 1M
Itemtype,http://schema.org/EducationalOccupationalProgram,1K - 10K
Itemtype,http://schema.org/EducationalOrganization,100K - 1M
Itemtype,http://schema.org/Electrician,10K - 100K
Itemtype,http://schema.org/ElectronicsStore,1K - 10K
Itemtype,http://schema.org/ElementarySchool,< 1K
Itemtype,http://schema.org/EmailMessage,< 1K
Itemtype,http://schema.org/Embassy,< 1K
Itemtype,http://schema.org/Emergency,< 1K
Itemtype,http://schema.org/EmergencyService,1K - 10K
Itemtype,http://schema.org/EmployeeRole,< 1K
Itemtype,http://schema.org/EmployerAggregateRating,1K - 10K
Itemtype,http://schema.org/EmployerReview,< 1K
Itemtype,http://schema.org/EmploymentAgency,1K - 10K
Itemtype,http://schema.org/EndorseAction,< 1K
Itemtype,http://schema.org/EndorsementRating,< 1K
Itemtype,http://schema.org/Energy,< 1K
Itemtype,http://schema.org/EnergyConsumptionDetails,1K - 10K
Itemtype,http://schema.org/EnergyEfficiencyEnumeration,< 1K
Itemtype,http://schema.org/EnergyStarEnergyEfficiencyEnumeration,< 1K
Itemtype,http://schema.org/EngineSpecification,10K - 100K
Itemtype,http://schema.org/EntertainmentBusiness,10K - 100K
Itemtype,http://schema.org/EntryPoint,10M+
Itemtype,http://schema.org/Enumeration,1K - 10K
Itemtype,http://schema.org/Episode,1K - 10K
Itemtype,http://schema.org/Error,< 1K
Itemtype,http://schema.org/Event,100K - 1M
Itemtype,http://schema.org/EventAttendanceModeEnumeration,< 1K
Itemtype,http://schema.org/EventReservation,< 1K
Itemtype,http://schema.org/EventSeries,1K - 10K
Itemtype,http://schema.org/EventStatusType,< 1K
Itemtype,http://schema.org/EventVenue,10K - 100K
Itemtype,http://schema.org/ExchangeRateSpecification,< 1K
Itemtype,http://schema.org/ExerciseAction,< 1K
Itemtype,http://schema.org/ExerciseGym,1K - 10K
Itemtype,http://schema.org/ExercisePlan,< 1K
Itemtype,http://schema.org/ExhibitionEvent,1K - 10K
Itemtype,http://schema.org/FAQPage,1M - 10M
Itemtype,http://schema.org/FMRadioChannel,< 1K
Itemtype,http://schema.org/FastFoodRestaurant,1K - 10K
Itemtype,http://schema.org/Festival,1K - 10K
Itemtype,http://schema.org/FilmAction,< 1K
Itemtype,http://schema.org/FinancialIncentive,< 1K
Itemtype,http://schema.org/FinancialProduct,10K - 100K
Itemtype,http://schema.org/FinancialService,10K - 100K
Itemtype,http://schema.org/FindAction,1K - 10K
Itemtype,http://schema.org/FireStation,< 1K
Itemtype,http://schema.org/Flight,1K - 10K
Itemtype,http://schema.org/FlightReservation,< 1K
Itemtype,http://schema.org/Float,< 1K
Itemtype,http://schema.org/FloorPlan,10K - 100K
Itemtype,http://schema.org/Florist,10K - 100K
Itemtype,http://schema.org/FollowAction,10K - 100K
Itemtype,http://schema.org/FoodEstablishment,10K - 100K
Itemtype,http://schema.org/FoodEstablishmentReservation,1K - 10K
Itemtype,http://schema.org/FoodEvent,1K - 10K
Itemtype,http://schema.org/FoodService,1K - 10K
Itemtype,http://schema.org/FulfillmentTypeEnumeration,< 1K
Itemtype,http://schema.org/FundingAgency,< 1K
Itemtype,http://schema.org/FundingScheme,< 1K
Itemtype,http://schema.org/FurnitureStore,10K - 100K
Itemtype,http://schema.org/Game,100K - 1M
Itemtype,http://schema.org/GameAvailabilityEnumeration,< 1K
Itemtype,http://schema.org/GamePlayMode,< 1K
Itemtype,http://schema.org/GameServer,1K - 10K
Itemtype,http://schema.org/GameServerStatus,< 1K
Itemtype,http://schema.org/GardenStore,1K - 10K
Itemtype,http://schema.org/GasStation,1K - 10K
Itemtype,http://schema.org/GatedResidenceCommunity,< 1K
Itemtype,http://schema.org/GenderType,< 1K
Itemtype,http://schema.org/Gene,< 1K
Itemtype,http://schema.org/GeneralContractor,10K - 100K
Itemtype,http://schema.org/GeoCircle,100K - 1M
Itemtype,http://schema.org/GeoCoordinates,1M - 10M
Itemtype,http://schema.org/GeoShape,10K - 100K
Itemtype,http://schema.org/GeospatialGeometry,< 1K
Itemtype,http://schema.org/Geriatric,< 1K
Itemtype,http://schema.org/GiveAction,< 1K
Itemtype,http://schema.org/GolfCourse,1K - 10K
Itemtype,http://schema.org/GovernmentBenefitsType,< 1K
Itemtype,http://schema.org/GovernmentBuilding,< 1K
Itemtype,http://schema.org/GovernmentOffice,1K - 10K
Itemtype,http://schema.org/GovernmentOrganization,10K - 100K
Itemtype,http://schema.org/GovernmentPermit,< 1K
Itemtype,http://schema.org/GovernmentService,1K - 10K
Itemtype,http://schema.org/Grant,1K - 10K
Itemtype,http://schema.org/GroceryStore,1K - 10K
Itemtype,http://schema.org/Guide,1K - 10K
Itemtype,http://schema.org/Gynecologic,< 1K
Itemtype,http://schema.org/HVACBusiness,10K - 100K
Itemtype,http://schema.org/Hackathon,< 1K
Itemtype,http://schema.org/HairSalon,10K - 100K
Itemtype,http://schema.org/HardwareStore,1K - 10K
Itemtype,http://schema.org/HealthAndBeautyBusiness,10K - 100K
Itemtype,http://schema.org/HealthAspectEnumeration,< 1K
Itemtype,http://schema.org/HealthClub,1K - 10K
Itemtype,http://schema.org/HealthInsurancePlan,< 1K
Itemtype,http://schema.org/HealthPlanCostSharingSpecification,< 1K
Itemtype,http://schema.org/HealthPlanFormulary,< 1K
Itemtype,http://schema.org/HealthPlanNetwork,< 1K
Itemtype,http://schema.org/HealthTopicContent,< 1K
Itemtype,http://schema.org/HighSchool,1K - 10K
Itemtype,http://schema.org/HinduTemple,< 1K
Itemtype,http://schema.org/HobbyShop,1K - 10K
Itemtype,http://schema.org/HomeAndConstructionBusiness,100K - 1M
Itemtype,http://schema.org/HomeGoodsStore,1K - 10K
Itemtype,http://schema.org/Hospital,10K - 100K
Itemtype,http://schema.org/Hostel,1K - 10K
Itemtype,http://schema.org/Hotel,100K - 1M
Itemtype,http://schema.org/HotelRoom,10K - 100K
Itemtype,http://schema.org/House,10K - 100K
Itemtype,http://schema.org/HousePainter,1K - 10K
Itemtype,http://schema.org/HowTo,100K - 1M
Itemtype,http://schema.org/HowToDirection,10K - 100K
Itemtype,http://schema.org/HowToItem,< 1K
Itemtype,http://schema.org/HowToSection,10K - 100K
Itemtype,http://schema.org/HowToStep,100K - 1M
Itemtype,http://schema.org/HowToSupply,10K - 100K
Itemtype,http://schema.org/HowToTip,1K - 10K
Itemtype,http://schema.org/HowToTool,10K - 100K
Itemtype,http://schema.org/HyperToc,< 1K
Itemtype,http://schema.org/HyperTocEntry,< 1K
Itemtype,http://schema.org/IPTCDigitalSourceEnumeration,< 1K
Itemtype,http://schema.org/ITNonprofitType,< 1K
Itemtype,http://schema.org/IceCreamShop,1K - 10K
Itemtype,http://schema.org/IgnoreAction,< 1K
Itemtype,http://schema.org/ImageGallery,1M - 10M
Itemtype,http://schema.org/ImageObject,10M+
Itemtype,http://schema.org/ImageObjectSnapshot,< 1K
Itemtype,http://schema.org/ImagingTest,< 1K
Itemtype,http://schema.org/IncentiveQualifiedExpenseType,< 1K
Itemtype,http://schema.org/IncentiveStatus,< 1K
Itemtype,http://schema.org/IncentiveType,< 1K
Itemtype,http://schema.org/IndividualPhysician,1K - 10K
Itemtype,http://schema.org/IndividualProduct,10K - 100K
Itemtype,http://schema.org/InfectiousAgentClass,< 1K
Itemtype,http://schema.org/InfectiousDisease,< 1K
Itemtype,http://schema.org/InformAction,< 1K
Itemtype,http://schema.org/InsertAction,< 1K
Itemtype,http://schema.org/InstallAction,< 1K
Itemtype,http://schema.org/InstantaneousEvent,< 1K
Itemtype,http://schema.org/InsuranceAgency,10K - 100K
Itemtype,http://schema.org/Intangible,1K - 10K
Itemtype,http://schema.org/Integer,< 1K
Itemtype,http://schema.org/InteractAction,1K - 10K
Itemtype,http://schema.org/InteractionCounter,100K - 1M
Itemtype,http://schema.org/InternetCafe,< 1K
Itemtype,http://schema.org/InvestmentFund,< 1K
Itemtype,http://schema.org/InvestmentOrDeposit,< 1K
Itemtype,http://schema.org/InviteAction,< 1K
Itemtype,http://schema.org/Invoice,< 1K
Itemtype,http://schema.org/ItemAvailability,1K - 10K
Itemtype,http://schema.org/ItemList,1M - 10M
Itemtype,http://schema.org/ItemListOrderType,< 1K
Itemtype,http://schema.org/ItemPage,1M - 10M
Itemtype,http://schema.org/JewelryStore,10K - 100K
Itemtype,http://schema.org/JobPosting,100K - 1M
Itemtype,http://schema.org/JoinAction,1K - 10K
Itemtype,http://schema.org/Joint,< 1K
Itemtype,http://schema.org/LakeBodyOfWater,< 1K
Itemtype,http://schema.org/Landform,1K - 10K
Itemtype,http://schema.org/LandmarksOrHistoricalBuildings,1K - 10K
Itemtype,http://schema.org/Language,10K - 100K
Itemtype,http://schema.org/LearningResource,1K - 10K
Itemtype,http://schema.org/LeaveAction,< 1K
Itemtype,http://schema.org/LegalForceStatus,< 1K
Itemtype,http://schema.org/LegalService,10K - 100K
Itemtype,http://schema.org/LegalValueLevel,< 1K
Itemtype,http://schema.org/Legislation,1K - 10K
Itemtype,http://schema.org/LegislationObject,1K - 10K
Itemtype,http://schema.org/LegislativeBuilding,< 1K
Itemtype,http://schema.org/LendAction,< 1K
Itemtype,http://schema.org/Library,1K - 10K
Itemtype,http://schema.org/LibrarySystem,< 1K
Itemtype,http://schema.org/LifestyleModification,< 1K
Itemtype,http://schema.org/Ligament,< 1K
Itemtype,http://schema.org/LikeAction,10K - 100K
Itemtype,http://schema.org/LinkRole,< 1K
Itemtype,http://schema.org/LiquorStore,1K - 10K
Itemtype,http://schema.org/ListItem,10M+
Itemtype,http://schema.org/ListenAction,1K - 10K
Itemtype,http://schema.org/Literal,< 1K
Itemtype,http://schema.org/LiteraryEvent,< 1K
Itemtype,http://schema.org/LiveBlogPosting,1K - 10K
Itemtype,http://schema.org/LoanOrCredit,1K - 10K
Itemtype,http://schema.org/LocalBusiness,1M - 10M
Itemtype,http://schema.org/LocationFeatureSpecification,100K - 1M
Itemtype,http://schema.org/Locksmith,10K - 100K
Itemtype,http://schema.org/LodgingBusiness,10K - 100K
Itemtype,http://schema.org/LodgingReservation,1K - 10K
Itemtype,http://schema.org/LoginAction,1K - 10K
Itemtype,http://schema.org/LoseAction,< 1K
Itemtype,http://schema.org/LymphaticVessel,< 1K
Itemtype,http://schema.org/Manuscript,< 1K
Itemtype,http://schema.org/Map,10K - 100K
Itemtype,http://schema.org/MapCategoryType,< 1K
Itemtype,http://schema.org/MarryAction,< 1K
Itemtype,http://schema.org/Mass,< 1K
Itemtype,http://schema.org/MathSolver,< 1K
Itemtype,http://schema.org/MaximumDoseSchedule,< 1K
Itemtype,http://schema.org/MeasurementMethodEnum,< 1K
Itemtype,http://schema.org/MeasurementTypeEnumeration,< 1K
Itemtype,http://schema.org/MediaEnumeration,< 1K
Itemtype,http://schema.org/MediaGallery,1K - 10K
Itemtype,http://schema.org/MediaManipulationRatingEnumeration,< 1K
Itemtype,http://schema.org/MediaObject,100K - 1M
Itemtype,http://schema.org/MediaReview,< 1K
Itemtype,http://schema.org/MediaReviewItem,< 1K
Itemtype,http://schema.org/MediaSubscription,< 1K
Itemtype,http://schema.org/MedicalAudience,10K - 100K
Itemtype,http://schema.org/MedicalAudienceType,< 1K
Itemtype,http://schema.org/MedicalBusiness,100K - 1M
Itemtype,http://schema.org/MedicalCause,1K - 10K
Itemtype,http://schema.org/MedicalClinic,10K - 100K
Itemtype,http://schema.org/MedicalCode,1K - 10K
Itemtype,http://schema.org/MedicalCondition,10K - 100K
Itemtype,http://schema.org/MedicalConditionStage,< 1K
Itemtype,http://schema.org/MedicalContraindication,< 1K
Itemtype,http://schema.org/MedicalDevice,1K - 10K
Itemtype,http://schema.org/MedicalDevicePurpose,< 1K
Itemtype,http://schema.org/MedicalEntity,1K - 10K
Itemtype,http://schema.org/MedicalEnumeration,< 1K
Itemtype,http://schema.org/MedicalEvidenceLevel,< 1K
Itemtype,http://schema.org/MedicalGuideline,1K - 10K
Itemtype,http://schema.org/MedicalGuidelineContraindication,< 1K
Itemtype,http://schema.org/MedicalGuidelineRecommendation,< 1K
Itemtype,http://schema.org/MedicalImagingTechnique,< 1K
Itemtype,http://schema.org/MedicalIndication,1K - 10K
Itemtype,http://schema.org/MedicalIntangible,< 1K
Itemtype,http://schema.org/MedicalObservationalStudy,< 1K
Itemtype,http://schema.org/MedicalObservationalStudyDesign,< 1K
Itemtype,http://schema.org/MedicalOrganization,10K - 100K
Itemtype,http://schema.org/MedicalProcedure,10K - 100K
Itemtype,http://schema.org/MedicalProcedureType,< 1K
Itemtype,http://schema.org/MedicalRiskCalculator,< 1K
Itemtype,http://schema.org/MedicalRiskEstimator,< 1K
Itemtype,http://schema.org/MedicalRiskFactor,1K - 10K
Itemtype,http://schema.org/MedicalRiskScore,< 1K
Itemtype,http://schema.org/MedicalScholarlyArticle,1K - 10K
Itemtype,http://schema.org/MedicalSign,< 1K
Itemtype,http://schema.org/MedicalSignOrSymptom,1K - 10K
Itemtype,http://schema.org/MedicalSpecialty,10K - 100K
Itemtype,http://schema.org/MedicalStudy,1K - 10K
Itemtype,http://schema.org/MedicalStudyStatus,< 1K
Itemtype,http://schema.org/MedicalSymptom,1K - 10K
Itemtype,http://schema.org/MedicalTest,1K - 10K
Itemtype,http://schema.org/MedicalTestPanel,< 1K
Itemtype,http://schema.org/MedicalTherapy,10K - 100K
Itemtype,http://schema.org/MedicalTrial,< 1K
Itemtype,http://schema.org/MedicalTrialDesign,< 1K
Itemtype,http://schema.org/MedicalWebPage,10K - 100K
Itemtype,http://schema.org/MedicineSystem,< 1K
Itemtype,http://schema.org/MeetingRoom,1K - 10K
Itemtype,http://schema.org/MemberProgram,1K - 10K
Itemtype,http://schema.org/MemberProgramTier,1K - 10K
Itemtype,http://schema.org/MensClothingStore,< 1K
Itemtype,http://schema.org/Menu,100K - 1M
