Class,Name,Domain Bucket
Itemtype,https://schema.org/AutoWash,1K - 10K
Itemtype,https://schema.org/AutomatedTeller,< 1K
Itemtype,https://schema.org/AutomotiveBusiness,10K - 100K
Itemtype,https://schema.org/BackgroundNewsArticle,< 1K
Itemtype,https://schema.org/Bakery,1K - 10K
Itemtype,https://schema.org/BankAccount,< 1K
Itemtype,https://schema.org/BankOrCreditUnion,1K - 10K
Itemtype,https://schema.org/BarOrPub,10K - 100K
Itemtype,https://schema.org/Barcode,< 1K
Itemtype,https://schema.org/Beach,1K - 10K
Itemtype,https://schema.org/BeautySalon,10K - 100K
Itemtype,https://schema.org/BedAndBreakfast,1K - 10K
Itemtype,https://schema.org/BedDetails,10K - 100K
Itemtype,https://schema.org/BedType,< 1K
Itemtype,https://schema.org/BefriendAction,< 1K
Itemtype,https://schema.org/BikeStore,1K - 10K
Itemtype,https://schema.org/BioChemEntity,< 1K
Itemtype,https://schema.org/Blog,1M - 10M
Itemtype,https://schema.org/BlogPosting,1M - 10M
Itemtype,https://schema.org/BloodTest,1K - 10K
Itemtype,https://schema.org/BoardingPolicyType,< 1K
Itemtype,https://schema.org/BoatReservation,< 1K
Itemtype,https://schema.org/BoatTerminal,< 1K
Itemtype,https://schema.org/BoatTrip,< 1K
Itemtype,https://schema.org/BodyMeasurementTypeEnumeration,< 1K
Itemtype,https://schema.org/BodyOfWater,< 1K
Itemtype,https://schema.org/Bone,< 1K
Itemtype,https://schema.org/Book,10K - 100K
Itemtype,https://schema.org/BookFormatType,< 1K
Itemtype,https://schema.org/BookSeries,1K - 10K
Itemtype,https://schema.org/BookStore,1K - 10K
Itemtype,https://schema.org/BookmarkAction,< 1K
Itemtype,https://schema.org/Boolean,< 1K
Itemtype,https://schema.org/BorrowAction,< 1K
Itemtype,https://schema.org/BowlingAlley,< 1K
Itemtype,https://schema.org/BrainStructure,< 1K
Itemtype,https://schema.org/Brand,1M - 10M
Itemtype,https://schema.org/BreadcrumbList,10M+
Itemtype,https://schema.org/Brewery,1K - 10K
Itemtype,https://schema.org/Bridge,< 1K
Itemtype,https://schema.org/BroadcastChannel,< 1K
Itemtype,https://schema.org/BroadcastEvent,10K - 100K
Itemtype,https://schema.org/BroadcastFrequencySpecification,< 1K
Itemtype,https://schema.org/BroadcastService,1K - 10K
Itemtype,https://schema.org/BrokerageAccount,< 1K
Itemtype,https://schema.org/BuddhistTemple,< 1K
Itemtype,https://schema.org/BusOrCoach,< 1K
Itemtype,https://schema.org/BusReservation,< 1K
Itemtype,https://schema.org/BusStation,< 1K
Itemtype,https://schema.org/BusStop,< 1K
Itemtype,https://schema.org/BusTrip,1K - 10K
Itemtype,https://schema.org/BusinessAudience,10K - 100K
Itemtype,https://schema.org/BusinessEntityType,< 1K
Itemtype,https://schema.org/BusinessEvent,1K - 10K
Itemtype,https://schema.org/BusinessFunction,< 1K
Itemtype,https://schema.org/BuyAction,1M - 10M
Itemtype,https://schema.org/CDCPMDRecord,< 1K
Itemtype,https://schema.org/CableOrSatelliteService,< 1K
Itemtype,https://schema.org/CafeOrCoffeeShop,10K - 100K
Itemtype,https://schema.org/Campground,1K - 10K
Itemtype,https://schema.org/CampingPitch,< 1K
Itemtype,https://schema.org/Canal,< 1K
Itemtype,https://schema.org/CancelAction,< 1K
Itemtype,https://schema.org/Car,10K - 100K
Itemtype,https://schema.org/CarUsageType,< 1K
Itemtype,https://schema.org/Casino,100K - 1M
Itemtype,https://schema.org/CategoryCode,1K - 10K
Itemtype,https://schema.org/CategoryCodeSet,< 1K
Itemtype,https://schema.org/CatholicChurch,< 1K
Itemtype,https://schema.org/Cemetery,< 1K
Itemtype,https://schema.org/Certification,10K - 100K
Itemtype,https://schema.org/CertificationStatusEnumeration,< 1K
Itemtype,https://schema.org/Chapter,1K - 10K
Itemtype,https://schema.org/CheckAction,< 1K
Itemtype,https://schema.org/CheckInAction,< 1K
Itemtype,https://schema.org/CheckOutAction,< 1K
Itemtype,https://schema.org/CheckoutPage,1K - 10K
Itemtype,https://schema.org/ChemicalSubstance,1K - 10K
Itemtype,https://schema.org/ChildCare,1K - 10K
Itemtype,https://schema.org/ChildrensEvent,< 1K
Itemtype,https://schema.org/ChooseAction,1K - 10K
Itemtype,https://schema.org/Church,1K - 10K
Itemtype,https://schema.org/City,100K - 1M
Itemtype,https://schema.org/CityHall,< 1K
Itemtype,https://schema.org/CivicStructure,1K - 10K
Itemtype,https://schema.org/Claim,1K - 10K
Itemtype,https://schema.org/ClaimReview,1K - 10K
Itemtype,https://schema.org/Class,< 1K
Itemtype,https://schema.org/Clip,10K - 100K
Itemtype,https://schema.org/ClothingStore,10K - 100K
Itemtype,https://schema.org/Code,< 1K
Itemtype,https://schema.org/Collection,10K - 100K
Itemtype,https://schema.org/CollectionPage,1M - 10M
Itemtype,https://schema.org/CollegeOrUniversity,10K - 100K
Itemtype,https://schema.org/ComedyClub,< 1K
Itemtype,https://schema.org/ComedyEvent,1K - 10K
Itemtype,https://schema.org/ComicCoverArt,< 1K
Itemtype,https://schema.org/ComicIssue,< 1K
Itemtype,https://schema.org/ComicSeries,1K - 10K
Itemtype,https://schema.org/ComicStory,< 1K
Itemtype,https://schema.org/Comment,100K - 1M
Itemtype,https://schema.org/CommentAction,1M - 10M
Itemtype,https://schema.org/CommunicateAction,10K - 100K
Itemtype,https://schema.org/CommunityHealth,1K - 10K
Itemtype,https://schema.org/CompleteDataFeed,< 1K
Itemtype,https://schema.org/CompoundPriceSpecification,1K - 10K
Itemtype,https://schema.org/ComputerLanguage,< 1K
Itemtype,https://schema.org/ComputerStore,1K - 10K
Itemtype,https://schema.org/ConferenceEvent,< 1K
Itemtype,https://schema.org/ConfirmAction,< 1K
Itemtype,https://schema.org/Consortium,< 1K
Itemtype,https://schema.org/ConstraintNode,< 1K
Itemtype,https://schema.org/ConsumeAction,< 1K
Itemtype,https://schema.org/ContactPage,1M - 10M
Itemtype,https://schema.org/ContactPoint,1M - 10M
Itemtype,https://schema.org/ContactPointOption,< 1K
Itemtype,https://schema.org/Continent,1K - 10K
Itemtype,https://schema.org/ControlAction,< 1K
Itemtype,https://schema.org/ConvenienceStore,1K - 10K
Itemtype,https://schema.org/Conversation,< 1K
Itemtype,https://schema.org/CookAction,< 1K
Itemtype,https://schema.org/Cooperative,< 1K
Itemtype,https://schema.org/Corporation,100K - 1M
Itemtype,https://schema.org/CorrectionComment,< 1K
Itemtype,https://schema.org/Country,1M - 10M
Itemtype,https://schema.org/Course,100K - 1M
Itemtype,https://schema.org/CourseInstance,10K - 100K
Itemtype,https://schema.org/Courthouse,< 1K
Itemtype,https://schema.org/CoverArt,< 1K
Itemtype,https://schema.org/CovidTestingFacility,< 1K
Itemtype,https://schema.org/CreateAction,1K - 10K
Itemtype,https://schema.org/CreativeWork,1M - 10M
Itemtype,https://schema.org/CreativeWorkSeason,1K - 10K
Itemtype,https://schema.org/CreativeWorkSeries,10K - 100K
Itemtype,https://schema.org/Credential,10K - 100K
Itemtype,https://schema.org/CreditCard,1K - 10K
Itemtype,https://schema.org/Crematorium,< 1K
Itemtype,https://schema.org/CriticReview,< 1K
Itemtype,https://schema.org/CssSelectorType,< 1K
Itemtype,https://schema.org/CurrencyConversionService,< 1K
Itemtype,https://schema.org/DDxElement,< 1K
Itemtype,https://schema.org/DENonprofitType,< 1K
Itemtype,https://schema.org/DanceEvent,< 1K
Itemtype,https://schema.org/DanceGroup,< 1K
Itemtype,https://schema.org/DataCatalog,1K - 10K
Itemtype,https://schema.org/DataDownload,10K - 100K
Itemtype,https://schema.org/DataFeed,1K - 10K
Itemtype,https://schema.org/DataFeedItem,< 1K
Itemtype,https://schema.org/DataType,< 1K
Itemtype,https://schema.org/Dataset,10K - 100K
Itemtype,https://schema.org/Date,< 1K
Itemtype,https://schema.org/DateTime,< 1K
Itemtype,https://schema.org/DatedMoneySpecification,< 1K
Itemtype,https://schema.org/DayOfWeek,10K - 100K
Itemtype,https://schema.org/DaySpa,1K - 10K
Itemtype,https://schema.org/DeactivateAction,< 1K
Itemtype,https://schema.org/DefenceEstablishment,< 1K
Itemtype,https://schema.org/DefinedRegion,100K - 1M
Itemtype,https://schema.org/DefinedTerm,10K - 100K
Itemtype,https://schema.org/DefinedTermSet,10K - 100K
Itemtype,https://schema.org/DeleteAction,< 1K
Itemtype,https://schema.org/DeliveryChargeSpecification,10K - 100K
Itemtype,https://schema.org/DeliveryEvent,< 1K
Itemtype,https://schema.org/DeliveryMethod,1K - 10K
Itemtype,https://schema.org/DeliveryTimeSettings,< 1K
Itemtype,https://schema.org/Demand,1K - 10K
Itemtype,https://schema.org/Dentist,10K - 100K
Itemtype,https://schema.org/DepartAction,< 1K
Itemtype,https://schema.org/DepartmentStore,1K - 10K
Itemtype,https://schema.org/DepositAccount,< 1K
Itemtype,https://schema.org/Dermatology,1K - 10K
Itemtype,https://schema.org/DiagnosticLab,1K - 10K
Itemtype,https://schema.org/DiagnosticProcedure,< 1K
Itemtype,https://schema.org/Diet,< 1K
Itemtype,https://schema.org/DietNutrition,1K - 10K
Itemtype,https://schema.org/DietarySupplement,1K - 10K
Itemtype,https://schema.org/DigitalDocument,10K - 100K
Itemtype,https://schema.org/DigitalDocumentPermission,< 1K
Itemtype,https://schema.org/DigitalDocumentPermissionType,< 1K
Itemtype,https://schema.org/DigitalPlatformEnumeration,< 1K
Itemtype,https://schema.org/DisagreeAction,< 1K
Itemtype,https://schema.org/DiscoverAction,< 1K
Itemtype,https://schema.org/DiscussionForumPosting,10K - 100K
Itemtype,https://schema.org/DislikeAction,1K - 10K
Itemtype,https://schema.org/Distance,1K - 10K
Itemtype,https://schema.org/Distillery,< 1K
Itemtype,https://schema.org/DonateAction,1K - 10K
Itemtype,https://schema.org/DoseSchedule,< 1K
Itemtype,https://schema.org/DownloadAction,10K - 100K
Itemtype,https://schema.org/DrawAction,< 1K
Itemtype,https://schema.org/Drawing,< 1K
Itemtype,https://schema.org/DrinkAction,< 1K
Itemtype,https://schema.org/DriveWheelConfigurationValue,< 1K
Itemtype,https://schema.org/Drug,1K - 10K
Itemtype,https://schema.org/DrugClass,1K - 10K
Itemtype,https://schema.org/DrugCost,< 1K
Itemtype,https://schema.org/DrugCostCategory,< 1K
Itemtype,https://schema.org/DrugLegalStatus,< 1K
Itemtype,https://schema.org/DrugPregnancyCategory,< 1K
Itemtype,https://schema.org/DrugPrescriptionStatus,< 1K
Itemtype,https://schema.org/DrugStrength,< 1K
Itemtype,https://schema.org/DryCleaningOrLaundry,1K - 10K
Itemtype,https://schema.org/Duration,10K - 100K
Itemtype,https://schema.org/EUEnergyEfficiencyEnumeration,< 1K
Itemtype,https://schema.org/EatAction,< 1K
Itemtype,https://schema.org/EducationEvent,1K - 10K
Itemtype,https://schema.org/EducationalAudience,10K - 100K
Itemtype,https://schema.org/EducationalOccupationalCredential,100K - 1M
Itemtype,https://schema.org/EducationalOccupationalProgram,1K - 10K
Itemtype,https://schema.org/EducationalOrganization,100K - 1M
Itemtype,https://schema.org/Electrician,10K - 100K
Itemtype,https://schema.org/ElectronicsStore,1K - 10K
Itemtype,https://schema.org/ElementarySchool,< 1K
Itemtype,https://schema.org/EmailMessage,< 1K
Itemtype,https://schema.org/Embassy,< 1K
Itemtype,https://schema.org/Emergency,< 1K
Itemtype,https://schema.org/EmergencyService,1K - 10K
Itemtype,https://schema.org/EmployeeRole,< 1K
Itemtype,https://schema.org/EmployerAggregateRating,1K - 10K
Itemtype,https://schema.org/EmployerReview,< 1K
Itemtype,https://schema.org/EmploymentAgency,1K - 10K
Itemtype,https://schema.org/EndorseAction,< 1K
Itemtype,https://schema.org/EndorsementRating,< 1K
Itemtype,https://schema.org/Energy,< 1K
Itemtype,https://schema.org/EnergyConsumptionDetails,1K - 10K
Itemtype,https://schema.org/EnergyEfficiencyEnumeration,< 1K
Itemtype,https://schema.org/EnergyStarEnergyEfficiencyEnumeration,< 1K
Itemtype,https://schema.org/EngineSpecification,10K - 100K
Itemtype,https://schema.org/EntertainmentBusiness,10K - 100K
Itemtype,https://schema.org/EntryPoint,10M+
Itemtype,https://schema.org/Enumeration,1K - 10K
Itemtype,https://schema.org/Episode,1K - 10K
Itemtype,https://schema.org/Error,< 1K
Itemtype,https://schema.org/Event,100K - 1M
Itemtype,https://schema.org/EventAttendanceModeEnumeration,< 1K
Itemtype,https://schema.org/EventReservation,< 1K
Itemtype,https://schema.org/EventSeries,1K - 10K
Itemtype,https://schema.org/EventStatusType,< 1K
Itemtype,https://schema.org/EventVenue,10K - 100K
Itemtype,https://schema.org/ExchangeRateSpecification,1K - 10K
Itemtype,https://schema.org/ExerciseAction,< 1K
Itemtype,https://schema.org/ExerciseGym,1K - 10K
Itemtype,https://schema.org/ExercisePlan,< 1K
Itemtype,https://schema.org/ExhibitionEvent,1K - 10K
Itemtype,https://schema.org/FAQPage,1M - 10M
Itemtype,https://schema.org/FMRadioChannel,< 1K
Itemtype,https://schema.org/FastFoodRestaurant,1K - 10K
Itemtype,https://schema.org/Festival,1K - 10K
Itemtype,https://schema.org/FilmAction,< 1K
Itemtype,https://schema.org/FinancialIncentive,< 1K
Itemtype,https://schema.org/FinancialProduct,10K - 100K
Itemtype,https://schema.org/FinancialService,10K - 100K
Itemtype,https://schema.org/FindAction,1K - 10K
Itemtype,https://schema.org/FireStation,< 1K
Itemtype,https://schema.org/Flight,1K - 10K
Itemtype,https://schema.org/FlightReservation,< 1K
Itemtype,https://schema.org/Float,< 1K
Itemtype,https://schema.org/FloorPlan,10K - 100K
Itemtype,https://schema.org/Florist,10K - 100K
Itemtype,https://schema.org/FollowAction,10K - 100K
Itemtype,https://schema.org/FoodEstablishment,10K - 100K
Itemtype,https://schema.org/FoodEstablishmentReservation,1K - 10K
Itemtype,https://schema.org/FoodEvent,1K - 10K
Itemtype,https://schema.org/FoodService,1K - 10K
Itemtype,https://schema.org/FulfillmentTypeEnumeration,< 1K
Itemtype,https://schema.org/FundingAgency,< 1K
Itemtype,https://schema.org/FundingScheme,< 1K
Itemtype,https://schema.org/FurnitureStore,10K - 100K
Itemtype,https://schema.org/Game,100K - 1M
Itemtype,https://schema.org/GameAvailabilityEnumeration,< 1K
Itemtype,https://schema.org/GamePlayMode,< 1K
Itemtype,https://schema.org/GameServer,1K - 10K
Itemtype,https://schema.org/GameServerStatus,< 1K
Itemtype,https://schema.org/GardenStore,1K - 10K
Itemtype,https://schema.org/GasStation,1K - 10K
Itemtype,https://schema.org/GatedResidenceCommunity,< 1K
Itemtype,https://schema.org/GenderType,< 1K
Itemtype,https://schema.org/Gene,< 1K
Itemtype,https://schema.org/GeneralContractor,10K - 100K
Itemtype,https://schema.org/GeoCircle,100K - 1M
Itemtype,https://schema.org/GeoCoordinates,1M - 10M
Itemtype,https://schema.org/GeoShape,10K - 100K
Itemtype,https://schema.org/GeospatialGeometry,< 1K
Itemtype,https://schema.org/Geriatric,< 1K
Itemtype,https://schema.org/GiveAction,< 1K
Itemtype,https://schema.org/GolfCourse,1K - 10K
Itemtype,https://schema.org/GovernmentBenefitsType,< 1K
Itemtype,https://schema.org/GovernmentBuilding,< 1K
Itemtype,https://schema.org/GovernmentOffice,1K - 10K
Itemtype,https://schema.org/GovernmentOrganization,10K - 100K
Itemtype,https://schema.org/GovernmentPermit,< 1K
Itemtype,https://schema.org/GovernmentService,1K - 10K
Itemtype,https://schema.org/Grant,1K - 10K
Itemtype,https://schema.org/GroceryStore,1K - 10K
Itemtype,https://schema.org/Guide,1K - 10K
Itemtype,https://schema.org/Gynecologic,< 1K
Itemtype,https://schema.org/HVACBusiness,10K - 100K
Itemtype,https://schema.org/Hackathon,< 1K
Itemtype,https://schema.org/HairSalon,10K - 100K
Itemtype,https://schema.org/HardwareStore,1K - 10K
Itemtype,https://schema.org/HealthAndBeautyBusiness,10K - 100K
Itemtype,https://schema.org/HealthAspectEnumeration,< 1K
Itemtype,https://schema.org/HealthClub,1K - 10K
Itemtype,https://schema.org/HealthInsurancePlan,< 1K
Itemtype,https://schema.org/HealthPlanCostSharingSpecification,< 1K
Itemtype,https://schema.org/HealthPlanFormulary,< 1K
Itemtype,https://schema.org/HealthPlanNetwork,< 1K
Itemtype,https://schema.org/HealthTopicContent,< 1K
Itemtype,https://schema.org/HighSchool,1K - 10K
Itemtype,https://schema.org/HinduTemple,< 1K
Itemtype,https://schema.org/HobbyShop,1K - 10K
Itemtype,https://schema.org/HomeAndConstructionBusiness,100K - 1M
Itemtype,https://schema.org/HomeGoodsStore,1K - 10K
Itemtype,https://schema.org/Hospital,10K - 100K
Itemtype,https://schema.org/Hostel,1K - 10K
Itemtype,https://schema.org/Hotel,100K - 1M
Itemtype,https://schema.org/HotelRoom,10K - 100K
Itemtype,https://schema.org/House,10K - 100K
Itemtype,https://schema.org/HousePainter,1K - 10K
Itemtype,https://schema.org/HowTo,100K - 1M
Itemtype,https://schema.org/HowToDirection,10K - 100K
Itemtype,https://schema.org/HowToItem,< 1K
Itemtype,https://schema.org/HowToSection,10K - 100K
Itemtype,https://schema.org/HowToStep,100K - 1M
Itemtype,https://schema.org/HowToSupply,10K - 100K
Itemtype,https://schema.org/HowToTip,1K - 10K
Itemtype,https://schema.org/HowToTool,10K - 100K
Itemtype,https://schema.org/HyperToc,< 1K
Itemtype,https://schema.org/HyperTocEntry,< 1K
Itemtype,https://schema.org/IPTCDigitalSourceEnumeration,< 1K
Itemtype,https://schema.org/ITNonprofitType,< 1K
Itemtype,https://schema.org/IceCreamShop,1K - 10K
Itemtype,https://schema.org/IgnoreAction,< 1K
Itemtype,https://schema.org/ImageGallery,1M - 10M
Itemtype,https://schema.org/ImageObject,10M+
Itemtype,https://schema.org/ImageObjectSnapshot,< 1K
Itemtype,https://schema.org/ImagingTest,< 1K
Itemtype,https://schema.org/IncentiveQualifiedExpenseType,< 1K
Itemtype,https://schema.org/IncentiveStatus,< 1K
Itemtype,https://schema.org/IncentiveType,< 1K
Itemtype,https://schema.org/IndividualPhysician,1K - 10K
Itemtype,https://schema.org/IndividualProduct,10K - 100K
Itemtype,https://schema.org/InfectiousAgentClass,< 1K
Itemtype,https://schema.org/InfectiousDisease,< 1K
Itemtype,https://schema.org/InformAction,< 1K
Itemtype,https://schema.org/InsertAction,< 1K
Itemtype,https://schema.org/InstallAction,< 1K
Itemtype,https://schema.org/InstantaneousEvent,< 1K
Itemtype,https://schema.org/InsuranceAgency,10K - 100K
Itemtype,https://schema.org/Intangible,1K - 10K
Itemtype,https://schema.org/Integer,< 1K
Itemtype,https://schema.org/InteractAction,1K - 10K
Itemtype,https://schema.org/InteractionCounter,100K - 1M
Itemtype,https://schema.org/InternetCafe,< 1K
Itemtype,https://schema.org/InvestmentFund,< 1K
Itemtype,https://schema.org/InvestmentOrDeposit,< 1K
Itemtype,https://schema.org/InviteAction,< 1K
Itemtype,https://schema.org/Invoice,< 1K
Itemtype,https://schema.org/ItemAvailability,1K - 10K
Itemtype,https://schema.org/ItemList,1M - 10M
Itemtype,https://schema.org/ItemListOrderType,< 1K
Itemtype,https://schema.org/ItemPage,1M - 10M
Itemtype,https://schema.org/JewelryStore,10K - 100K
Itemtype,https://schema.org/JobPosting,100K - 1M
Itemtype,https://schema.org/JoinAction,1K - 10K
Itemtype,https://schema.org/Joint,< 1K
Itemtype,https://schema.org/LakeBodyOfWater,< 1K
Itemtype,https://schema.org/Landform,1K - 10K
Itemtype,https://schema.org/LandmarksOrHistoricalBuildings,1K - 10K
Itemtype,https://schema.org/Language,10K - 100K
Itemtype,https://schema.org/LearningResource,10K - 100K
Itemtype,https://schema.org/LeaveAction,< 1K
Itemtype,https://schema.org/LegalForceStatus,< 1K
Itemtype,https://schema.org/LegalService,10K - 100K
Itemtype,https://schema.org/LegalValueLevel,< 1K
Itemtype,https://schema.org/Legislation,1K - 10K
Itemtype,https://schema.org/LegislationObject,< 1K
Itemtype,https://schema.org/LegislativeBuilding,< 1K
Itemtype,https://schema.org/LendAction,< 1K
Itemtype,https://schema.org/Library,1K - 10K
Itemtype,https://schema.org/LibrarySystem,< 1K
Itemtype,https://schema.org/LifestyleModification,< 1K
Itemtype,https://schema.org/Ligament,< 1K
Itemtype,https://schema.org/LikeAction,10K - 100K
Itemtype,https://schema.org/LinkRole,< 1K
Itemtype,https://schema.org/LiquorStore,1K - 10K
Itemtype,https://schema.org/ListItem,10M+
Itemtype,https://schema.org/ListenAction,1K - 10K
Itemtype,https://schema.org/Literal,< 1K
Itemtype,https://schema.org/LiteraryEvent,< 1K
Itemtype,https://schema.org/LiveBlogPosting,1K - 10K
Itemtype,https://schema.org/LoanOrCredit,1K - 10K
Itemtype,https://schema.org/LocalBusiness,1M - 10M
Itemtype,https://schema.org/LocationFeatureSpecification,100K - 1M
Itemtype,https://schema.org/Locksmith,10K - 100K
Itemtype,https://schema.org/LodgingBusiness,10K - 100K
Itemtype,https://schema.org/LodgingReservation,1K - 10K
Itemtype,https://schema.org/LoginAction,1K - 10K
Itemtype,https://schema.org/LoseAction,< 1K
Itemtype,https://schema.org/LymphaticVessel,< 1K
Itemtype,https://schema.org/Manuscript,< 1K
Itemtype,https://schema.org/Map,10K - 100K
Itemtype,https://schema.org/MapCategoryType,< 1K
Itemtype,https://schema.org/MarryAction,< 1K
Itemtype,https://schema.org/Mass,< 1K
Itemtype,https://schema.org/MathSolver,< 1K
Itemtype,https://schema.org/MaximumDoseSchedule,< 1K
Itemtype,https://schema.org/MeasurementMethodEnum,< 1K
Itemtype,https://schema.org/MeasurementTypeEnumeration,< 1K
Itemtype,https://schema.org/MediaEnumeration,< 1K
Itemtype,https://schema.org/MediaGallery,1K - 10K
Itemtype,https://schema.org/MediaManipulationRatingEnumeration,< 1K
Itemtype,https://schema.org/MediaObject,100K - 1M
Itemtype,https://schema.org/MediaReview,< 1K
Itemtype,https://schema.org/MediaReviewItem,< 1K
Itemtype,https://schema.org/MediaSubscription,< 1K
Itemtype,https://schema.org/MedicalAudience,10K - 100K
Itemtype,https://schema.org/MedicalAudienceType,< 1K
Itemtype,https://schema.org/MedicalBusiness,100K - 1M
Itemtype,https://schema.org/MedicalCause,1K - 10K
Itemtype,https://schema.org/MedicalClinic,10K - 100K
Itemtype,https://schema.org/MedicalCode,1K - 10K
Itemtype,https://schema.org/MedicalCondition,10K - 100K
Itemtype,https://schema.org/MedicalConditionStage,< 1K
Itemtype,https://schema.org/MedicalContraindication,< 1K
Itemtype,https://schema.org/MedicalDevice,1K - 10K
Itemtype,https://schema.org/MedicalDevicePurpose,< 1K
Itemtype,https://schema.org/MedicalEntity,1K - 10K
Itemtype,https://schema.org/MedicalEnumeration,< 1K
Itemtype,https://schema.org/MedicalEvidenceLevel,< 1K
Itemtype,https://schema.org/MedicalGuideline,1K - 10K
Itemtype,https://schema.org/MedicalGuidelineContraindication,< 1K
Itemtype,https://schema.org/MedicalGuidelineRecommendation,< 1K
Itemtype,https://schema.org/MedicalImagingTechnique,< 1K
Itemtype,https://schema.org/MedicalIndication,1K - 10K
Itemtype,https://schema.org/MedicalIntangible,< 1K
Itemtype,https://schema.org/MedicalObservationalStudy,< 1K
Itemtype,https://schema.org/MedicalObservationalStudyDesign,< 1K
Itemtype,https://schema.org/MedicalOrganization,10K - 100K
Itemtype,https://schema.org/MedicalProcedure,10K - 100K
Itemtype,https://schema.org/MedicalProcedureType,< 1K
Itemtype,https://schema.org/MedicalRiskCalculator,< 1K
Itemtype,https://schema.org/MedicalRiskEstimator,< 1K
Itemtype,https://schema.org/MedicalRiskFactor,1K - 10K
Itemtype,https://schema.org/MedicalRiskScore,< 1K
Itemtype,https://schema.org/MedicalScholarlyArticle,1K - 10K
Itemtype,https://schema.org/MedicalSign,< 1K
Itemtype,https://schema.org/MedicalSignOrSymptom,1K - 10K
Itemtype,https://schema.org/MedicalSpecialty,10K - 100K
Itemtype,https://schema.org/MedicalStudy,1K - 10K
Itemtype,https://schema.org/MedicalStudyStatus,< 1K
Itemtype,https://schema.org/MedicalSymptom,1K - 10K
Itemtype,https://schema.org/MedicalTest,10K - 100K
Itemtype,https://schema.org/MedicalTestPanel,< 1K
Itemtype,https://schema.org/MedicalTherapy,10K - 100K
Itemtype,https://schema.org/MedicalTrial,< 1K
Itemtype,https://schema.org/MedicalTrialDesign,< 1K
Itemtype,https://schema.org/MedicalWebPage,10K - 100K
Itemtype,https://schema.org/MedicineSystem,< 1K
Itemtype,https://schema.org/MeetingRoom,1K - 10K
Itemtype,https://schema.org/MemberProgram,1K - 10K
Itemtype,https://schema.org/MemberProgramTier,1K - 10K
Itemtype,https://schema.org/MensClothingStore,< 1K
